,nc,ar,y
2023-01-03,79.55999755859375,77.57150593269553,76.93000030517578
2023-01-04,79.52999877929688,78.16971443593582,72.83999633789062
2023-01-05,78.95999908447266,78.27946402172505,73.66999816894531
2023-01-06,78.4000015258789,78.07608154760496,73.7699966430664
2023-01-09,80.26000213623047,78.7919477351521,74.62999725341797
2023-01-10,76.93000030517578,77.60059360019669,75.12000274658203
2023-01-11,72.83999633789062,75.25694972871621,77.41000366210938
2023-01-12,73.66999816894531,74.40859668924688,78.38999938964844
2023-01-13,73.7699966430664,73.80000239422473,79.86000061035156
2023-01-17,74.62999725341797,73.71634948229745,80.18000030517578
2023-01-18,75.12000274658203,73.97464802994095,79.4800033569336
2023-01-19,77.41000366210938,75.25790014556189,80.33000183105469
2023-01-20,78.38999938964844,76.34132730289261,81.30999755859375
2023-01-23,79.86000061035156,77.63134964311216,81.62000274658203
2023-01-24,80.18000030517578,78.50542341002895,80.12999725341797
2023-01-25,79.4800033569336,78.73751310433911,80.1500015258789
2023-01-26,80.33000183105469,79.21288884141151,81.01000213623047
2023-01-27,81.30999755859375,79.83322106730425,79.68000030517578
2023-01-30,81.62000274658203,80.25224348814024,77.9000015258789
2023-01-31,80.12999725341797,79.86831048348121,78.87000274658203
2023-02-01,80.1500015258789,79.75433258576238,76.41000366210938
2023-02-02,81.01000213623047,79.99729616379588,75.87999725341797
2023-02-03,79.68000030517578,79.47498884017946,73.38999938964844
2023-02-06,77.9000015258789,78.45510249102591,74.11000061035156
2023-02-07,78.87000274658203,78.38492243628023,77.13999938964844
2023-02-08,76.41000366210938,77.16881279978543,78.47000122070312
2023-02-09,75.87999725341797,76.2950032007329,78.05999755859375
2023-02-10,73.38999938964844,74.71475155802284,79.72000122070312
2023-02-13,74.11000061035156,74.22324857481907,80.13999938964844
2023-02-14,77.13999938964844,75.1152560077389,79.05999755859375
2023-02-15,78.47000122070312,76.15678775548585,78.58999633789062
2023-02-16,78.05999755859375,76.65479935771712,78.48999786376953
2023-02-17,79.72000122070312,77.84971720880898,76.33999633789062
2023-02-21,80.13999938964844,78.65108575821678,76.16000366210938
2023-02-22,79.05999755859375,78.5631689427059,73.94999694824219
2023-02-23,78.58999633789062,78.33675443479024,75.38999938964844
2023-02-24,78.48999786376953,78.17200300451199,76.31999969482422
2023-02-27,76.33999633789062,77.05478955075404,75.68000030517578
2023-02-28,76.16000366210938,76.38795372947612,77.05000305175781
2023-03-01,73.94999694824219,75.02116972114072,77.69000244140625
2023-03-02,75.38999938964844,74.92334807407897,78.16000366210938
2023-03-03,76.31999969482422,75.16256542179237,79.68000030517578
2023-03-06,75.68000030517578,75.06585418063104,80.45999908447266
2023-03-07,77.05000305175781,75.67626621938868,77.58000183105469
2023-03-08,77.69000244140625,76.33449801671256,76.66000366210938
2023-03-09,78.16000366210938,76.87094833073039,75.72000122070312
2023-03-10,79.68000030517578,77.82455349785212,76.68000030517578
2023-03-13,80.45999908447266,78.70750498223951,74.80000305175781
2023-03-14,77.58000183105469,77.94350094563036,71.33000183105469
2023-03-15,76.66000366210938,77.22191436004813,67.61000061035156
2023-03-16,75.72000122070312,76.35156342411578,68.3499984741211
2023-03-17,76.68000030517578,76.18427934288253,66.73999786376953
2023-03-20,74.80000305175781,75.17236492769487,67.63999938964844
2023-03-21,71.33000183105469,73.22407019403697,69.33000183105469
2023-03-22,67.61000061035156,70.57209330096342,70.9000015258789
2023-03-23,68.3499984741211,69.45802281108462,69.95999908447266
2023-03-24,66.73999786376953,67.90940344692146,69.26000213623047
2023-03-27,67.63999938964844,67.49761505770807,72.80999755859375
2023-03-28,69.33000183105469,68.04065756073811,73.19999694824219
2023-03-29,70.9000015258789,69.09256767435328,72.97000122070312
2023-03-30,69.95999908447266,69.28279475453823,74.37000274658203
2023-03-31,69.26000213623047,69.24513108183362,75.66999816894531
2023-04-03,72.80999755859375,70.74305245155358,80.41999816894531
2023-04-04,73.19999694824219,71.57072978931674,80.70999908447266
2023-04-05,72.97000122070312,71.9663686427629,80.61000061035156
2023-04-06,74.37000274658203,72.90840871598938,80.69999694824219
2023-04-10,75.66999816894531,73.99205443079889,79.73999786376953
2023-04-11,80.41999816894531,76.49018949310654,81.52999877929688
2023-04-12,80.70999908447266,77.97453656277332,83.26000213623047
2023-04-13,80.61000061035156,78.9462488850823,82.16000366210938
2023-04-14,80.69999694824219,79.58934144117755,82.5199966430664
2023-04-17,79.73999786376953,79.49669924911151,80.83000183105469
2023-04-18,81.52999877929688,80.08231310617484,80.86000061035156
2023-04-19,83.26000213623047,81.06715708629243,79.16000366210938
2023-04-20,82.16000366210938,81.15884239988597,77.29000091552734
2023-04-21,82.5199966430664,81.46630183594986,77.87000274658203
2023-04-24,80.83000183105469,80.9309657267053,78.76000213623047
2023-04-25,80.86000061035156,80.62330273633647,77.06999969482422
2023-04-26,79.16000366210938,79.6087495193743,74.30000305175781
2023-04-27,77.29000091552734,78.27549540948718,74.76000213623047
2023-04-28,77.87000274658203,77.7801415421602,76.77999877929688
2023-05-01,78.76000213623047,77.84147906366105,75.66000366210938
2023-05-02,77.06999969482422,77.09706912999007,71.66000366210938
2023-05-03,74.30000305175781,75.59865969199852,68.5999984741211
2023-05-04,74.76000213623047,75.07658450125135,68.55999755859375
2023-05-05,76.77999877929688,75.51851654818616,71.33999633789062
2023-05-08,75.66000366210938,75.15938631541572,73.16000366210938
2023-05-09,71.66000366210938,73.34673406495811,73.70999908447266
2023-05-10,68.5999984741211,71.18184438616673,72.55999755859375
2023-05-11,68.55999755859375,69.91851936109221,70.87000274658203
2023-05-12,71.33999633789062,70.20648558203021,70.04000091552734
2023-05-15,73.16000366210938,71.03957049222124,71.11000061035156
2023-05-16,73.70999908447266,71.90482790290253,70.86000061035156
2023-05-17,72.55999755859375,72.0968005660959,72.83000183105469
2023-05-18,70.87000274658203,71.55128525943249,71.86000061035156
2023-05-19,70.04000091552734,70.80176963985012,71.55000305175781
2023-05-22,71.11000061035156,70.7526194187449,71.98999786376953
2023-05-23,70.86000061035156,70.51244798169718,72.91000366210938
2023-05-24,72.83000183105469,71.28319705534773,74.33999633789062
2023-05-25,71.86000061035156,71.31541649109771,71.83000183105469
2023-05-26,71.55000305175781,71.3069103452139,72.66999816894531
2023-05-30,71.98999786376953,71.47404204684459,69.45999908447266
2023-05-31,72.91000366210938,71.93764648423414,68.08999633789062
2023-06-01,74.33999633789062,72.72762791387142,70.0999984741211
2023-06-02,71.83000183105469,72.11444201869497,71.73999786376953
2023-06-05,72.66999816894531,72.27479688050751,72.1500015258789
2023-06-06,69.45999908447266,70.87097212002631,71.73999786376953
2023-06-07,68.08999633789062,69.5252148281887,72.52999877929688
2023-06-08,70.0999984741211,69.57330498735458,71.29000091552734
2023-06-09,71.73999786376953,70.23169604306209,70.16999816894531
2023-06-12,72.1500015258789,70.7366139706559,67.12000274658203
2023-06-13,71.73999786376953,71.02585756222824,69.41999816894531
2023-06-14,72.52999877929688,71.63448960938,68.2699966430664
2023-06-15,71.29000091552734,71.34581431627645,70.62000274658203
2023-06-16,70.16999816894531,70.6882685131023,71.77999877929688
2023-06-20,67.12000274658203,68.96680620493454,70.5
2023-06-21,69.41999816894531,69.06995054696057,72.52999877929688
2023-06-22,68.2699966430664,68.42715075443583,69.51000213623047
2023-06-23,70.62000274658203,69.16209810319235,69.16000366210938
2023-06-26,71.77999877929688,70.05280083243736,69.37000274658203
2023-06-27,70.5,70.12871076759632,67.69999694824219
2023-06-28,72.52999877929688,71.0786475182551,69.55999755859375
2023-06-29,69.51000213623047,70.27261281150294,69.86000061035156
2023-06-30,69.16000366210938,69.70854189523459,70.63999938964844
2023-07-03,69.37000274658203,69.40702186185013,69.79000091552734
2023-07-05,67.69999694824219,68.47906399026476,71.79000091552734
2023-07-06,69.55999755859375,68.74882881885827,71.80000305175781
2023-07-07,69.86000061035156,69.0315657139007,73.86000061035156
2023-07-10,70.63999938964844,69.55374758114465,72.98999786376953
2023-07-11,69.79000091552734,69.49405824802153,74.83000183105469
2023-07-12,71.79000091552734,70.43426896658467,75.75
2023-07-13,71.80000305175781,70.84291338846757,76.88999938964844
2023-07-14,73.86000061035156,71.98960443903167,75.41999816894531
2023-07-17,72.98999786376953,72.22120944840108,74.1500015258789
2023-07-18,74.83000183105469,73.25876989815997,75.75
2023-07-19,75.75,74.1357604073725,75.3499984741211
2023-07-20,76.88999938964844,75.13586090985251,75.62999725341797
2023-07-21,75.41999816894531,75.03717850085377,77.06999969482422
2023-07-24,74.1500015258789,74.54307240688017,78.73999786376953
2023-07-25,75.75,74.91529925672404,79.62999725341797
2023-07-26,75.3499984741211,74.81454883519669,78.77999877929688
2023-07-27,75.62999725341797,74.87336066886381,80.08999633789062
2023-07-28,77.06999969482422,75.5837214739458,80.58000183105469
2023-07-31,78.73999786376953,76.70658607047199,81.80000305175781
2023-08-01,79.62999725341797,77.67096759351297,81.37000274658203
