model,series,h,regime,n,mspe_ratio,rmae,sr,pt_p,dm_p
garch_t,corn_fut,5,covid,135,1.0001,1.0008,0.393,1.0,0.509
garch_t,corn_fut,5,ukraine,131,1.0032,0.9982,0.534,,0.566
garch_t,corn_fut,22,ALL,2802,1.0262,1.0092,0.483,1.0,0.86
garch_t,corn_fut,22,calm,2536,1.0283,1.0113,0.474,1.0,0.896
garch_t,corn_fut,22,covid,135,0.9996,1.0061,0.563,0.425,0.489
garch_t,corn_fut,22,ukraine,131,1.0216,0.9963,0.573,,0.598
garch_t,wheat_fut,1,ALL,2804,1.0005,1.0,0.5,0.789,0.857
garch_t,wheat_fut,1,calm,2538,1.0008,1.0,0.502,0.631,0.848
garch_t,wheat_fut,1,covid,135,0.9996,0.999,0.511,,0.453
garch_t,wheat_fut,1,ukraine,131,1.0001,1.0003,0.45,0.504,0.667
garch_t,wheat_fut,5,ALL,2804,1.0014,1.0004,0.506,0.365,0.77
garch_t,wheat_fut,5,calm,2538,1.0034,1.0009,0.5,0.628,0.808
garch_t,wheat_fut,5,covid,135,0.9965,0.9925,0.556,,0.423
garch_t,wheat_fut,5,ukraine,131,0.9998,1.0,0.565,0.007,0.422
garch_t,wheat_fut,22,ALL,2804,1.0071,1.0069,0.483,1.0,0.815
garch_t,wheat_fut,22,calm,2538,1.0149,1.0107,0.48,1.0,0.818
garch_t,wheat_fut,22,covid,135,0.9423,0.9542,0.644,,0.19
garch_t,wheat_fut,22,ukraine,131,1.0017,1.0011,0.374,1.0,0.696
garch_t,soybean_fut,1,ALL,2804,1.0013,1.0005,0.5,0.688,0.921
garch_t,soybean_fut,1,calm,2538,1.0013,1.0007,0.498,0.795,0.895
garch_t,soybean_fut,1,covid,135,1.0019,0.9999,0.489,,0.714
garch_t,soybean_fut,1,ukraine,131,1.0013,0.9992,0.534,,0.728
garch_t,soybean_fut,5,ALL,2804,1.0075,1.0031,0.498,0.848,0.958
garch_t,soybean_fut,5,calm,2538,1.0086,1.0035,0.497,0.889,0.956
garch_t,soybean_fut,5,covid,135,1.0067,1.006,0.481,,0.719
garch_t,soybean_fut,5,ukraine,131,1.0039,0.999,0.519,,0.669
garch_t,soybean_fut,22,ALL,2804,1.034,1.0185,0.49,0.999,0.947
garch_t,soybean_fut,22,calm,2538,1.0379,1.0201,0.49,0.998,0.963
garch_t,soybean_fut,22,covid,135,1.0502,1.0344,0.43,,0.659
garch_t,soybean_fut,22,ukraine,131,0.9986,0.9929,0.55,,0.492
qr_ar,wti_fut,1,ALL,2805,0.8826,0.9973,0.524,0.045,0.19
qr_ar,wti_fut,1,calm,2539,1.0082,0.9998,0.526,0.04,0.924
qr_ar,wti_fut,1,covid,135,0.7444,0.9685,0.511,0.274,0.18
qr_ar,wti_fut,1,ukraine,131,1.014,1.0009,0.496,0.874,0.757
qr_ar,wti_fut,5,ALL,2805,1.123,1.0159,0.508,0.707,0.938
qr_ar,wti_fut,5,calm,2539,1.0183,1.0028,0.514,0.452,0.959
qr_ar,wti_fut,5,covid,135,1.4272,1.1194,0.43,0.931,0.901
qr_ar,wti_fut,5,ukraine,131,1.0594,1.0384,0.466,0.719,0.911
qr_ar,wti_fut,22,ALL,2805,1.1753,1.0288,0.482,1.0,0.932
qr_ar,wti_fut,22,calm,2539,1.0732,1.0259,0.474,1.0,0.963
qr_ar,wti_fut,22,covid,135,1.4982,1.0207,0.622,0.005,0.847
qr_ar,wti_fut,22,ukraine,131,1.1299,1.0595,0.481,0.849,0.755
qr_ar,brent_fut,1,ALL,2806,1.0115,1.0018,0.518,0.151,0.973
qr_ar,brent_fut,1,calm,2540,1.0114,1.0023,0.519,0.129,0.972
qr_ar,brent_fut,1,covid,135,1.0314,1.0,0.533,0.235,0.864
qr_ar,brent_fut,1,ukraine,131,1.0071,0.9995,0.489,0.958,0.683
qr_ar,brent_fut,5,ALL,2806,1.0139,1.0045,0.499,0.918,0.863
qr_ar,brent_fut,5,calm,2540,1.0184,1.0031,0.503,0.855,0.92
qr_ar,brent_fut,5,covid,135,0.9997,1.0124,0.467,0.783,0.495
qr_ar,brent_fut,5,ukraine,131,1.0082,1.0096,0.466,0.719,0.591
qr_ar,brent_fut,22,ALL,2806,1.0583,1.0228,0.485,1.0,0.913
qr_ar,brent_fut,22,calm,2540,1.0593,1.0224,0.478,1.0,0.939
qr_ar,brent_fut,22,covid,135,0.99,0.9791,0.63,0.001,0.082
qr_ar,brent_fut,22,ukraine,131,1.1144,1.0618,0.473,0.962,0.723
qr_ar,natgas_fut,1,ALL,2806,1.0013,1.0004,0.51,0.114,0.569
qr_ar,natgas_fut,1,calm,2540,1.0024,1.0021,0.511,0.111,0.607
qr_ar,natgas_fut,1,covid,135,1.0076,1.0,0.496,0.472,0.655
qr_ar,natgas_fut,1,ukraine,131,0.9965,0.9894,0.504,0.42,0.403
qr_ar,natgas_fut,5,ALL,2806,0.9888,1.0036,0.502,0.355,0.21
qr_ar,natgas_fut,5,calm,2540,0.9862,1.0043,0.499,0.478,0.203
qr_ar,natgas_fut,5,covid,135,1.0112,1.0097,0.548,0.074,0.773
qr_ar,natgas_fut,5,ukraine,131,0.998,0.9979,0.519,0.476,0.465
qr_ar,natgas_fut,22,ALL,2806,1.0255,1.0076,0.519,0.014,0.956
qr_ar,natgas_fut,22,calm,2540,1.0407,1.0108,0.514,0.091,0.976
qr_ar,natgas_fut,22,covid,135,1.0599,0.9995,0.533,0.161,0.691
qr_ar,natgas_fut,22,ukraine,131,0.9857,0.9916,0.611,0.192,
qr_ar,gold_fut,1,ALL,2804,0.9937,0.9988,0.512,0.299,0.238
qr_ar,gold_fut,1,calm,2538,0.9928,0.9984,0.511,0.333,0.222
qr_ar,gold_fut,1,covid,135,1.0064,1.0008,0.526,0.293,0.672
qr_ar,gold_fut,1,ukraine,131,1.0048,1.0027,0.519,0.272,0.618
qr_ar,gold_fut,5,ALL,2804,0.9541,0.9894,0.521,0.936,0.004
qr_ar,gold_fut,5,calm,2538,0.9472,0.9854,0.524,0.875,0.003
qr_ar,gold_fut,5,covid,135,1.0051,1.0066,0.541,0.886,0.641
qr_ar,gold_fut,5,ukraine,131,1.0715,1.0416,0.45,0.327,0.902
qr_ar,gold_fut,22,ALL,2804,0.8891,0.9704,0.535,0.004,0.016
qr_ar,gold_fut,22,calm,2538,0.8809,0.9675,0.543,0.0,0.016
qr_ar,gold_fut,22,covid,135,0.9713,0.9864,0.519,0.007,0.092
qr_ar,gold_fut,22,ukraine,131,1.0117,1.0049,0.412,0.929,0.623
qr_ar,silver_fut,1,ALL,2804,1.009,1.0038,0.508,0.249,0.756
qr_ar,silver_fut,1,calm,2538,1.0096,1.0041,0.509,0.231,0.765
qr_ar,silver_fut,1,covid,135,0.9846,1.0007,0.511,0.483,0.125
qr_ar,silver_fut,1,ukraine,131,0.9966,1.0019,0.489,0.393,0.394
qr_ar,silver_fut,5,ALL,2804,0.9871,1.0015,0.504,0.4,0.152
qr_ar,silver_fut,5,calm,2538,0.9855,0.9996,0.509,0.208,0.133
qr_ar,silver_fut,5,covid,135,1.018,1.0073,0.511,0.215,0.969
qr_ar,silver_fut,5,ukraine,131,1.0552,1.0343,0.397,0.889,0.932
qr_ar,silver_fut,22,ALL,2804,0.9747,0.989,0.528,0.0,0.07
qr_ar,silver_fut,22,calm,2538,0.9697,0.984,0.538,0.0,0.044
qr_ar,silver_fut,22,covid,135,1.0644,1.0464,0.341,0.579,0.778
qr_ar,silver_fut,22,ukraine,131,0.9648,0.9839,0.527,0.368,
qr_ar,copper_fut,1,ALL,2805,1.0061,1.0034,0.5,0.357,0.854
qr_ar,copper_fut,1,calm,2539,1.0045,1.0029,0.503,0.23,0.77
qr_ar,copper_fut,1,covid,135,1.0053,1.0094,0.459,0.737,0.647
qr_ar,copper_fut,1,ukraine,131,1.027,1.0074,0.473,0.702,0.92
qr_ar,copper_fut,5,ALL,2805,1.0044,1.0039,0.496,0.654,0.727
qr_ar,copper_fut,5,calm,2539,1.0003,1.002,0.497,0.598,0.518
qr_ar,copper_fut,5,covid,135,1.0059,1.01,0.474,0.428,0.834
qr_ar,copper_fut,5,ukraine,131,1.0516,1.0232,0.504,0.231,0.885
qr_ar,copper_fut,22,ALL,2805,0.9963,0.9953,0.526,0.068,0.435
qr_ar,copper_fut,22,calm,2539,0.979,0.9903,0.537,0.004,0.188
qr_ar,copper_fut,22,covid,135,1.0719,1.0423,0.363,0.926,0.881
qr_ar,copper_fut,22,ukraine,131,1.0834,1.0189,0.473,0.197,0.869
qr_ar,platinum_fut,1,ALL,2803,0.995,0.9992,0.502,0.514,0.389
qr_ar,platinum_fut,1,calm,2537,0.9937,0.9979,0.504,0.413,0.37
qr_ar,platinum_fut,1,covid,135,1.0042,1.011,0.444,0.902,0.603
qr_ar,platinum_fut,1,ukraine,131,1.0243,1.0089,0.511,0.152,0.919
qr_ar,platinum_fut,5,ALL,2803,0.9883,0.9996,0.507,0.14,0.362
qr_ar,platinum_fut,5,calm,2537,0.99,1.001,0.508,0.103,0.393
qr_ar,platinum_fut,5,covid,135,0.9911,0.9942,0.489,0.699,0.144
qr_ar,platinum_fut,5,ukraine,131,0.9385,0.9823,0.519,0.334,0.116
qr_ar,platinum_fut,22,ALL,2803,0.9982,1.0042,0.524,0.002,0.438
qr_ar,platinum_fut,22,calm,2537,1.0,1.0055,0.526,0.001,0.499
qr_ar,platinum_fut,22,covid,135,0.991,0.999,0.481,0.332,0.435
qr_ar,platinum_fut,22,ukraine,131,0.9567,0.9879,0.527,0.367,
qr_ar,corn_fut,1,ALL,2802,1.0122,1.0038,0.485,0.842,0.972
qr_ar,corn_fut,1,calm,2536,1.0135,1.0051,0.485,0.793,0.981
qr_ar,corn_fut,1,covid,135,1.0209,1.0101,0.407,0.976,0.986
qr_ar,corn_fut,1,ukraine,131,1.0064,0.9916,0.557,0.247,0.631
qr_ar,corn_fut,5,ALL,2802,1.0163,1.0048,0.48,0.999,0.992
qr_ar,corn_fut,5,calm,2536,1.018,1.0046,0.477,1.0,0.996
qr_ar,corn_fut,5,covid,135,1.0025,1.0032,0.504,0.608,0.676
qr_ar,corn_fut,5,ukraine,131,1.0119,1.0071,0.519,0.546,0.719
qr_ar,corn_fut,22,ALL,2802,1.0328,1.0134,0.499,0.955,0.866
qr_ar,corn_fut,22,calm,2536,1.0317,1.0142,0.505,0.858,0.896
qr_ar,corn_fut,22,covid,135,1.0263,1.0156,0.348,0.988,0.891
qr_ar,corn_fut,22,ukraine,131,1.0368,1.0071,0.534,0.976,0.627
qr_ar,wheat_fut,1,ALL,2804,1.0046,1.0025,0.514,0.034,0.636
qr_ar,wheat_fut,1,calm,2538,0.9985,1.0,0.511,0.072,0.378
qr_ar,wheat_fut,1,covid,135,1.0488,1.0229,0.526,0.198,0.985
qr_ar,wheat_fut,1,ukraine,131,1.0102,1.0107,0.557,0.074,0.634
qr_ar,wheat_fut,5,ALL,2804,0.9916,0.9992,0.506,0.287,0.381
qr_ar,wheat_fut,5,calm,2538,1.0059,1.0029,0.503,0.39,0.842
qr_ar,wheat_fut,5,covid,135,1.0011,1.0023,0.533,0.297,0.524
qr_ar,wheat_fut,5,ukraine,131,0.9787,0.9811,0.542,0.145,0.348
qr_ar,wheat_fut,22,ALL,2804,0.9995,1.0079,0.512,0.155,0.496
qr_ar,wheat_fut,22,calm,2538,1.0067,1.008,0.511,0.183,0.637
qr_ar,wheat_fut,22,covid,135,0.907,0.9618,0.556,0.021,0.118
qr_ar,wheat_fut,22,ukraine,131,0.9953,1.0167,0.496,0.552,0.482
qr_ar,soybean_fut,1,ALL,2804,1.0036,1.0032,0.497,0.573,0.879
qr_ar,soybean_fut,1,calm,2538,1.0039,1.0031,0.5,0.419,0.872
qr_ar,soybean_fut,1,covid,135,1.0423,1.0251,0.4,0.984,0.999
qr_ar,soybean_fut,1,ukraine,131,1.0007,0.9987,0.527,0.458,0.539
qr_ar,soybean_fut,5,ALL,2804,0.9957,1.0,0.506,0.304,0.302
qr_ar,soybean_fut,5,calm,2538,1.0081,1.0031,0.502,0.471,0.881
qr_ar,soybean_fut,5,covid,135,0.9866,1.0014,0.533,0.211,0.136
qr_ar,soybean_fut,5,ukraine,131,0.9551,0.9746,0.557,0.106,0.052
qr_ar,soybean_fut,22,ALL,2804,1.0316,1.0189,0.478,0.999,0.922
qr_ar,soybean_fut,22,calm,2538,1.0343,1.0201,0.477,0.999,0.949
qr_ar,soybean_fut,22,covid,135,1.0369,1.0291,0.437,0.744,0.6
qr_ar,soybean_fut,22,ukraine,131,1.0066,1.0004,0.542,0.819,0.527
chronos_bolt_small,wti_fut,1,ALL,2805,1.0633,1.1146,0.499,0.669,0.737
chronos_bolt_small,wti_fut,1,calm,2539,1.2438,1.1265,0.501,0.576,1.0
chronos_bolt_small,wti_fut,1,covid,135,0.8894,1.0827,0.474,0.747,0.297
chronos_bolt_small,wti_fut,1,ukraine,131,1.1733,1.0567,0.496,0.767,0.997
chronos_bolt_small,wti_fut,5,ALL,2805,1.0653,1.0535,0.523,0.087,0.943
chronos_bolt_small,wti_fut,5,calm,2539,1.1031,1.0509,0.527,0.039,0.999
chronos_bolt_small,wti_fut,5,covid,135,0.9417,1.0363,0.496,0.802,0.347
chronos_bolt_small,wti_fut,5,ukraine,131,1.1028,1.0836,0.473,0.591,0.934
chronos_bolt_small,wti_fut,22,ALL,2805,1.0873,1.0459,0.524,0.114,0.908
chronos_bolt_small,wti_fut,22,calm,2539,1.1452,1.057,0.513,0.472,0.99
chronos_bolt_small,wti_fut,22,covid,135,0.8452,0.8849,0.763,0.0,0.062
chronos_bolt_small,wti_fut,22,ukraine,131,1.1898,1.1065,0.496,0.292,0.761
chronos_bolt_small,brent_fut,1,ALL,2806,1.2787,1.1517,0.505,0.396,1.0
chronos_bolt_small,brent_fut,1,calm,2540,1.2955,1.1521,0.506,0.305,1.0
chronos_bolt_small,brent_fut,1,covid,135,1.7046,1.3902,0.489,0.663,1.0
chronos_bolt_small,brent_fut,1,ukraine,131,1.1399,1.0503,0.489,0.824,0.996
chronos_bolt_small,brent_fut,5,ALL,2806,1.1087,1.0632,0.517,0.179,1.0
chronos_bolt_small,brent_fut,5,calm,2540,1.1326,1.0624,0.52,0.135,1.0
chronos_bolt_small,brent_fut,5,covid,135,1.0827,1.0928,0.533,0.24,0.691
chronos_bolt_small,brent_fut,5,ukraine,131,1.0601,1.0527,0.45,0.842,0.821
chronos_bolt_small,brent_fut,22,ALL,2806,1.1222,1.0616,0.54,0.001,0.947
chronos_bolt_small,brent_fut,22,calm,2540,1.1782,1.0649,0.537,0.003,0.987
chronos_bolt_small,brent_fut,22,covid,135,0.8928,1.0016,0.615,0.001,0.329
chronos_bolt_small,brent_fut,22,ukraine,131,1.1108,1.0825,0.519,0.125,0.677
chronos_bolt_small,natgas_fut,1,ALL,2806,1.1729,1.0939,0.51,0.139,0.999
chronos_bolt_small,natgas_fut,1,calm,2540,1.1863,1.101,0.509,0.165,0.997
chronos_bolt_small,natgas_fut,1,covid,135,1.2953,1.1059,0.519,0.362,0.999
chronos_bolt_small,natgas_fut,1,ukraine,131,1.1117,1.0436,0.519,0.689,0.904
chronos_bolt_small,natgas_fut,5,ALL,2806,1.1096,1.0559,0.506,0.278,0.986
chronos_bolt_small,natgas_fut,5,calm,2540,1.1297,1.0635,0.504,0.261,0.993
chronos_bolt_small,natgas_fut,5,covid,135,1.1159,1.07,0.519,0.011,0.907
chronos_bolt_small,natgas_fut,5,ukraine,131,1.0313,1.0044,0.534,0.542,0.589
chronos_bolt_small,natgas_fut,22,ALL,2806,1.2273,1.1146,0.458,1.0,0.975
chronos_bolt_small,natgas_fut,22,calm,2540,1.2772,1.1323,0.455,1.0,0.966
chronos_bolt_small,natgas_fut,22,covid,135,1.1008,1.0272,0.496,0.162,0.843
chronos_bolt_small,natgas_fut,22,ukraine,131,1.1038,1.0342,0.481,0.994,0.735
chronos_bolt_small,gold_fut,1,ALL,2804,1.2639,1.0913,0.525,0.052,0.99
chronos_bolt_small,gold_fut,1,calm,2538,1.2766,1.0956,0.524,0.074,0.988
chronos_bolt_small,gold_fut,1,covid,135,1.1201,1.0756,0.548,0.554,0.948
chronos_bolt_small,gold_fut,1,ukraine,131,1.0751,1.0333,0.519,0.334,0.914
chronos_bolt_small,gold_fut,5,ALL,2804,0.9856,0.9954,0.545,0.083,0.419
chronos_bolt_small,gold_fut,5,calm,2538,0.984,0.9958,0.548,0.065,0.418
chronos_bolt_small,gold_fut,5,covid,135,0.9987,0.9887,0.585,0.215,0.494
chronos_bolt_small,gold_fut,5,ukraine,131,1.0083,0.9988,0.435,0.793,0.547
chronos_bolt_small,gold_fut,22,ALL,2804,1.0092,1.0089,0.571,0.001,0.527
chronos_bolt_small,gold_fut,22,calm,2538,1.0183,1.0086,0.574,0.0,0.549
chronos_bolt_small,gold_fut,22,covid,135,0.8484,1.0358,0.556,0.605,0.26
chronos_bolt_small,gold_fut,22,ukraine,131,0.9809,0.9814,0.527,0.005,0.462
chronos_bolt_small,silver_fut,1,ALL,2804,1.1959,1.0714,0.508,0.399,0.871
chronos_bolt_small,silver_fut,1,calm,2538,1.1993,1.0737,0.506,0.578,0.868
chronos_bolt_small,silver_fut,1,covid,135,1.0324,1.035,0.511,0.416,0.643
chronos_bolt_small,silver_fut,1,ukraine,131,1.2013,1.0763,0.55,0.23,0.977
chronos_bolt_small,silver_fut,5,ALL,2804,0.9964,1.02,0.526,0.064,0.471
chronos_bolt_small,silver_fut,5,calm,2538,0.9964,1.0201,0.527,0.092,0.472
chronos_bolt_small,silver_fut,5,covid,135,0.9656,1.0086,0.474,0.875,0.298
chronos_bolt_small,silver_fut,5,ukraine,131,1.0897,1.036,0.565,0.071,0.836
chronos_bolt_small,silver_fut,22,ALL,2804,1.0317,1.0209,0.523,0.314,0.685
chronos_bolt_small,silver_fut,22,calm,2538,1.0315,1.0216,0.531,0.059,0.672
chronos_bolt_small,silver_fut,22,covid,135,1.0282,1.0243,0.378,1.0,0.707
chronos_bolt_small,silver_fut,22,ukraine,131,1.0534,1.0024,0.519,0.037,0.627
chronos_bolt_small,copper_fut,1,ALL,2805,1.1205,1.074,0.522,0.012,1.0
chronos_bolt_small,copper_fut,1,calm,2539,1.0944,1.0648,0.523,0.011,1.0
chronos_bolt_small,copper_fut,1,covid,135,1.0951,0.9927,0.57,0.082,0.916
chronos_bolt_small,copper_fut,1,ukraine,131,1.4839,1.2396,0.458,0.89,1.0
chronos_bolt_small,copper_fut,5,ALL,2805,1.0624,1.0347,0.522,0.076,0.995
chronos_bolt_small,copper_fut,5,calm,2539,1.0408,1.0287,0.521,0.079,0.967
chronos_bolt_small,copper_fut,5,covid,135,0.9603,0.9877,0.593,0.192,0.262
chronos_bolt_small,copper_fut,5,ukraine,131,1.344,1.1322,0.466,0.539,0.978
chronos_bolt_small,copper_fut,22,ALL,2805,0.9995,1.017,0.553,0.001,0.498
chronos_bolt_small,copper_fut,22,calm,2539,0.9547,1.0127,0.552,0.001,0.297
chronos_bolt_small,copper_fut,22,covid,135,0.9033,0.9346,0.667,0.198,0.191
chronos_bolt_small,copper_fut,22,ukraine,131,1.3011,1.1059,0.458,0.61,0.891
chronos_bolt_small,platinum_fut,1,ALL,2803,1.1817,1.0671,0.468,1.0,0.986
chronos_bolt_small,platinum_fut,1,calm,2537,1.1767,1.0588,0.471,0.998,0.976
chronos_bolt_small,platinum_fut,1,covid,135,1.2946,1.1699,0.4,0.984,1.0
chronos_bolt_small,platinum_fut,1,ukraine,131,1.1483,1.0859,0.481,0.594,0.999
chronos_bolt_small,platinum_fut,5,ALL,2803,1.0879,1.0446,0.467,1.0,0.999
chronos_bolt_small,platinum_fut,5,calm,2537,1.0863,1.0406,0.47,1.0,0.998
chronos_bolt_small,platinum_fut,5,covid,135,1.0946,1.0673,0.474,0.797,0.996
chronos_bolt_small,platinum_fut,5,ukraine,131,1.1153,1.0854,0.397,0.862,0.969
chronos_bolt_small,platinum_fut,22,ALL,2803,1.2249,1.1054,0.449,1.0,0.997
chronos_bolt_small,platinum_fut,22,calm,2537,1.2179,1.0974,0.469,1.0,0.991
chronos_bolt_small,platinum_fut,22,covid,135,1.2543,1.1487,0.163,1.0,0.999
chronos_bolt_small,platinum_fut,22,ukraine,131,1.3844,1.1925,0.366,0.947,0.948
chronos_bolt_small,corn_fut,1,ALL,2802,1.1645,1.0935,0.5,0.212,1.0
chronos_bolt_small,corn_fut,1,calm,2536,1.1641,1.0961,0.5,0.22,1.0
chronos_bolt_small,corn_fut,1,covid,135,1.3565,1.1932,0.467,0.693,1.0
chronos_bolt_small,corn_fut,1,ukraine,131,1.1506,1.0439,0.542,0.53,0.997
chronos_bolt_small,corn_fut,5,ALL,2802,1.104,1.054,0.506,0.357,0.993
chronos_bolt_small,corn_fut,5,calm,2536,1.1188,1.0542,0.507,0.362,0.992
chronos_bolt_small,corn_fut,5,covid,135,1.1342,1.0712,0.474,0.593,0.938
chronos_bolt_small,corn_fut,5,ukraine,131,1.0514,1.0468,0.534,,0.721
chronos_bolt_small,corn_fut,22,ALL,2802,1.1999,1.0936,0.511,0.552,0.99
chronos_bolt_small,corn_fut,22,calm,2536,1.2299,1.0957,0.512,0.495,0.992
chronos_bolt_small,corn_fut,22,covid,135,1.3588,1.1587,0.415,0.349,0.964
chronos_bolt_small,corn_fut,22,ukraine,131,1.0929,1.0619,0.58,0.122,0.661
chronos_bolt_small,wheat_fut,1,ALL,2804,1.1763,1.069,0.496,0.284,0.983
chronos_bolt_small,wheat_fut,1,calm,2538,1.1438,1.0687,0.498,0.234,1.0
chronos_bolt_small,wheat_fut,1,covid,135,1.1986,1.0957,0.459,0.711,1.0
chronos_bolt_small,wheat_fut,1,ukraine,131,1.2155,1.0639,0.489,0.448,0.873
chronos_bolt_small,wheat_fut,5,ALL,2804,1.0718,1.0378,0.496,0.364,0.981
chronos_bolt_small,wheat_fut,5,calm,2538,1.0755,1.0428,0.5,0.243,0.996
chronos_bolt_small,wheat_fut,5,covid,135,1.2147,1.1499,0.385,0.982,0.995
chronos_bolt_small,wheat_fut,5,ukraine,131,1.0638,0.9894,0.527,0.271,0.849
chronos_bolt_small,wheat_fut,22,ALL,2804,1.0387,1.0543,0.532,0.0,0.771
chronos_bolt_small,wheat_fut,22,calm,2538,1.1267,1.0613,0.535,0.0,0.945
chronos_bolt_small,wheat_fut,22,covid,135,1.5944,1.2399,0.363,0.467,0.963
chronos_bolt_small,wheat_fut,22,ukraine,131,0.9438,0.9874,0.634,0.001,0.217
chronos_bolt_small,soybean_fut,1,ALL,2804,1.1726,1.0912,0.493,0.672,1.0
chronos_bolt_small,soybean_fut,1,calm,2538,1.1709,1.0949,0.491,0.726,1.0
chronos_bolt_small,soybean_fut,1,covid,135,1.0829,1.0403,0.504,0.403,0.914
chronos_bolt_small,soybean_fut,1,ukraine,131,1.1827,1.0749,0.519,0.532,0.985
chronos_bolt_small,soybean_fut,5,ALL,2804,1.088,1.0444,0.494,0.734,0.996
chronos_bolt_small,soybean_fut,5,calm,2538,1.1139,1.0526,0.496,0.669,1.0
chronos_bolt_small,soybean_fut,5,covid,135,1.0589,1.0345,0.444,0.864,0.822
chronos_bolt_small,soybean_fut,5,ukraine,131,1.004,0.982,0.519,0.462,0.514
chronos_bolt_small,soybean_fut,22,ALL,2804,1.1789,1.0925,0.474,1.0,0.999
chronos_bolt_small,soybean_fut,22,calm,2538,1.1834,1.0931,0.472,1.0,0.998
chronos_bolt_small,soybean_fut,22,covid,135,1.1148,1.0918,0.452,0.467,0.73
chronos_bolt_small,soybean_fut,22,ukraine,131,1.1444,1.0848,0.542,0.819,0.837
chronos_bolt_base,wti_fut,1,ALL,2805,1.1246,1.114,0.507,0.214,1.0
chronos_bolt_base,wti_fut,1,calm,2539,1.2804,1.1293,0.506,0.232,1.0
chronos_bolt_base,wti_fut,1,covid,135,0.9945,1.0999,0.511,0.394,0.454
chronos_bolt_base,wti_fut,1,ukraine,131,1.1555,1.0201,0.519,0.492,0.912
chronos_bolt_base,wti_fut,5,ALL,2805,1.1175,1.0757,0.503,0.744,0.997
chronos_bolt_base,wti_fut,5,calm,2539,1.1643,1.0753,0.503,0.732,1.0
chronos_bolt_base,wti_fut,5,covid,135,1.0047,1.053,0.556,0.156,0.519
chronos_bolt_base,wti_fut,5,ukraine,131,1.1212,1.0939,0.45,0.834,0.834
chronos_bolt_base,wti_fut,22,ALL,2805,1.2253,1.1058,0.486,0.999,0.997
chronos_bolt_base,wti_fut,22,calm,2539,1.3047,1.1157,0.476,1.0,0.998
chronos_bolt_base,wti_fut,22,covid,135,0.9928,0.9945,0.689,0.0,0.453
chronos_bolt_base,wti_fut,22,ukraine,131,1.2364,1.1303,0.473,0.731,0.79
chronos_bolt_base,brent_fut,1,ALL,2806,1.2022,1.1121,0.517,0.024,1.0
chronos_bolt_base,brent_fut,1,calm,2540,1.2449,1.1286,0.517,0.026,1.0
chronos_bolt_base,brent_fut,1,covid,135,1.1202,1.1163,0.511,0.337,0.895
chronos_bolt_base,brent_fut,1,ukraine,131,1.1198,1.0021,0.527,0.587,0.886
chronos_bolt_base,brent_fut,5,ALL,2806,1.1104,1.0642,0.509,0.397,0.999
chronos_bolt_base,brent_fut,5,calm,2540,1.1353,1.0651,0.513,0.235,1.0
chronos_bolt_base,brent_fut,5,covid,135,1.1412,1.1173,0.43,0.946,0.88
chronos_bolt_base,brent_fut,5,ukraine,131,1.039,1.0291,0.496,0.272,0.649
chronos_bolt_base,brent_fut,22,ALL,2806,1.219,1.108,0.499,0.911,0.996
chronos_bolt_base,brent_fut,22,calm,2540,1.2905,1.1185,0.498,0.892,0.999
chronos_bolt_base,brent_fut,22,covid,135,1.0745,1.0646,0.519,0.286,0.679
chronos_bolt_base,brent_fut,22,ukraine,131,1.0743,1.0549,0.489,0.683,0.605
chronos_bolt_base,natgas_fut,1,ALL,2806,1.1459,1.0969,0.502,0.389,1.0
chronos_bolt_base,natgas_fut,1,calm,2540,1.1637,1.1077,0.502,0.423,1.0
chronos_bolt_base,natgas_fut,1,covid,135,1.1598,1.0543,0.496,0.583,0.989
chronos_bolt_base,natgas_fut,1,ukraine,131,1.0712,1.0347,0.519,0.567,0.903
chronos_bolt_base,natgas_fut,5,ALL,2806,1.1088,1.0577,0.501,0.471,0.998
chronos_bolt_base,natgas_fut,5,calm,2540,1.1168,1.0628,0.502,0.413,0.997
chronos_bolt_base,natgas_fut,5,covid,135,1.1112,1.0521,0.504,0.135,0.939
chronos_bolt_base,natgas_fut,5,ukraine,131,1.0781,1.0258,0.489,0.696,0.785
chronos_bolt_base,natgas_fut,22,ALL,2806,1.1857,1.0981,0.492,0.883,0.991
chronos_bolt_base,natgas_fut,22,calm,2540,1.2657,1.116,0.492,0.755,0.993
chronos_bolt_base,natgas_fut,22,covid,135,1.2019,1.0898,0.496,0.461,0.789
chronos_bolt_base,natgas_fut,22,ukraine,131,0.9812,1.0058,0.481,0.682,0.16
chronos_bolt_base,gold_fut,1,ALL,2804,1.3843,1.1142,0.527,0.023,0.983
chronos_bolt_base,gold_fut,1,calm,2538,1.4059,1.1203,0.525,0.04,0.981
chronos_bolt_base,gold_fut,1,covid,135,1.1162,1.0762,0.57,0.174,0.911
chronos_bolt_base,gold_fut,1,ukraine,131,1.1204,1.0538,0.511,0.387,0.976
chronos_bolt_base,gold_fut,5,ALL,2804,1.0186,1.0017,0.524,0.54,0.56
chronos_bolt_base,gold_fut,5,calm,2538,1.0229,1.0016,0.523,0.599,0.567
chronos_bolt_base,gold_fut,5,covid,135,0.9441,0.9837,0.593,0.127,0.259
chronos_bolt_base,gold_fut,5,ukraine,131,1.0637,1.0331,0.466,0.458,0.825
