model,series,h,regime,n,mspe_ratio,rmae,sr,pt_p,dm_p
chronos_bolt_base,gold_fut,22,ALL,2804,0.8179,0.9604,0.54,0.283,0.049
chronos_bolt_base,gold_fut,22,calm,2538,0.8033,0.9547,0.545,0.139,0.049
chronos_bolt_base,gold_fut,22,covid,135,0.9358,1.0025,0.548,0.638,0.002
chronos_bolt_base,gold_fut,22,ukraine,131,1.0834,1.0181,0.45,0.729,0.922
chronos_bolt_base,silver_fut,1,ALL,2804,1.1227,1.0908,0.517,0.033,1.0
chronos_bolt_base,silver_fut,1,calm,2538,1.1234,1.0943,0.52,0.026,1.0
chronos_bolt_base,silver_fut,1,covid,135,1.0807,1.0634,0.467,0.73,0.952
chronos_bolt_base,silver_fut,1,ukraine,131,1.1575,1.0563,0.519,0.523,0.962
chronos_bolt_base,silver_fut,5,ALL,2804,1.1335,1.0604,0.518,0.06,0.923
chronos_bolt_base,silver_fut,5,calm,2538,1.1365,1.0614,0.525,0.017,0.919
chronos_bolt_base,silver_fut,5,covid,135,1.0735,1.0859,0.363,0.997,0.979
chronos_bolt_base,silver_fut,5,ukraine,131,1.006,1.0005,0.534,0.226,0.539
chronos_bolt_base,silver_fut,22,ALL,2804,1.1109,1.0272,0.521,0.09,0.822
chronos_bolt_base,silver_fut,22,calm,2538,1.1098,1.0236,0.531,0.009,0.802
chronos_bolt_base,silver_fut,22,covid,135,1.1977,1.1588,0.141,1.0,0.998
chronos_bolt_base,silver_fut,22,ukraine,131,0.8957,0.8732,0.71,0.0,0.364
chronos_bolt_base,copper_fut,1,ALL,2805,1.1026,1.0823,0.519,0.021,1.0
chronos_bolt_base,copper_fut,1,calm,2539,1.1037,1.0859,0.518,0.036,1.0
chronos_bolt_base,copper_fut,1,covid,135,1.0773,1.0392,0.57,0.023,0.928
chronos_bolt_base,copper_fut,1,ukraine,131,1.0951,1.0589,0.489,0.625,0.973
chronos_bolt_base,copper_fut,5,ALL,2805,1.0736,1.047,0.527,0.007,0.998
chronos_bolt_base,copper_fut,5,calm,2539,1.0701,1.0466,0.531,0.003,0.995
chronos_bolt_base,copper_fut,5,covid,135,0.9919,1.003,0.6,0.008,0.465
chronos_bolt_base,copper_fut,5,ukraine,131,1.1368,1.0728,0.389,0.993,0.959
chronos_bolt_base,copper_fut,22,ALL,2805,1.0751,1.062,0.518,0.468,0.799
chronos_bolt_base,copper_fut,22,calm,2539,1.047,1.0618,0.524,0.222,0.678
chronos_bolt_base,copper_fut,22,covid,135,0.9544,0.9934,0.563,0.037,0.413
chronos_bolt_base,copper_fut,22,ukraine,131,1.2799,1.1021,0.359,1.0,0.947
chronos_bolt_base,platinum_fut,1,ALL,2803,1.1371,1.0674,0.498,0.397,0.997
chronos_bolt_base,platinum_fut,1,calm,2537,1.14,1.0685,0.501,0.292,0.996
chronos_bolt_base,platinum_fut,1,covid,135,1.0993,1.0467,0.511,0.406,0.994
chronos_bolt_base,platinum_fut,1,ukraine,131,1.1051,1.0733,0.443,0.926,1.0
chronos_bolt_base,platinum_fut,5,ALL,2803,1.1005,1.0399,0.501,0.454,0.973
chronos_bolt_base,platinum_fut,5,calm,2537,1.1075,1.0395,0.507,0.227,0.967
chronos_bolt_base,platinum_fut,5,covid,135,1.019,1.0161,0.489,0.582,0.644
chronos_bolt_base,platinum_fut,5,ukraine,131,1.095,1.0763,0.405,0.906,0.953
chronos_bolt_base,platinum_fut,22,ALL,2803,1.1412,1.0827,0.468,1.0,0.998
chronos_bolt_base,platinum_fut,22,calm,2537,1.1333,1.0777,0.48,0.985,0.994
chronos_bolt_base,platinum_fut,22,covid,135,1.176,1.0989,0.333,1.0,0.924
chronos_bolt_base,platinum_fut,22,ukraine,131,1.3175,1.1565,0.382,0.945,0.946
chronos_bolt_base,corn_fut,1,ALL,2802,1.1661,1.1071,0.485,0.737,1.0
chronos_bolt_base,corn_fut,1,calm,2536,1.1406,1.1006,0.486,0.678,1.0
chronos_bolt_base,corn_fut,1,covid,135,1.3784,1.2279,0.519,0.217,1.0
chronos_bolt_base,corn_fut,1,ukraine,131,1.2488,1.1212,0.42,0.997,1.0
chronos_bolt_base,corn_fut,5,ALL,2802,1.1257,1.0683,0.484,0.962,0.998
chronos_bolt_base,corn_fut,5,calm,2536,1.1011,1.0613,0.486,0.932,0.996
chronos_bolt_base,corn_fut,5,covid,135,1.106,1.0529,0.459,0.911,0.872
chronos_bolt_base,corn_fut,5,ukraine,131,1.2104,1.1305,0.466,0.965,0.927
chronos_bolt_base,corn_fut,22,ALL,2802,1.2666,1.1147,0.508,0.43,0.997
chronos_bolt_base,corn_fut,22,calm,2536,1.2593,1.1115,0.506,0.531,0.998
chronos_bolt_base,corn_fut,22,covid,135,1.0636,1.0153,0.556,0.003,0.826
chronos_bolt_base,corn_fut,22,ukraine,131,1.3055,1.1639,0.496,0.998,0.849
chronos_bolt_base,wheat_fut,1,ALL,2804,1.0952,1.054,0.496,0.416,0.972
chronos_bolt_base,wheat_fut,1,calm,2538,1.1186,1.0503,0.5,0.234,1.0
chronos_bolt_base,wheat_fut,1,covid,135,1.2395,1.1303,0.407,0.971,1.0
chronos_bolt_base,wheat_fut,1,ukraine,131,1.0599,1.0548,0.496,0.591,0.706
chronos_bolt_base,wheat_fut,5,ALL,2804,1.0933,1.0411,0.499,0.352,0.928
chronos_bolt_base,wheat_fut,5,calm,2538,1.0588,1.0396,0.507,0.128,0.982
chronos_bolt_base,wheat_fut,5,covid,135,1.2477,1.1474,0.319,1.0,0.997
chronos_bolt_base,wheat_fut,5,ukraine,131,1.1183,1.0248,0.534,0.21,0.837
chronos_bolt_base,wheat_fut,22,ALL,2804,1.0857,1.0891,0.532,0.0,0.787
chronos_bolt_base,wheat_fut,22,calm,2538,1.2619,1.1117,0.537,0.0,0.962
chronos_bolt_base,wheat_fut,22,covid,135,1.8913,1.3344,0.37,0.62,0.992
chronos_bolt_base,wheat_fut,22,ukraine,131,0.9038,0.9429,0.611,0.003,0.293
chronos_bolt_base,soybean_fut,1,ALL,2804,1.1785,1.0951,0.489,0.647,1.0
chronos_bolt_base,soybean_fut,1,calm,2538,1.1919,1.0995,0.485,0.796,1.0
chronos_bolt_base,soybean_fut,1,covid,135,1.1522,1.0761,0.519,0.165,0.986
chronos_bolt_base,soybean_fut,1,ukraine,131,1.1394,1.0665,0.542,0.263,0.993
chronos_bolt_base,soybean_fut,5,ALL,2804,1.0827,1.0506,0.485,0.909,0.999
chronos_bolt_base,soybean_fut,5,calm,2538,1.1239,1.0593,0.481,0.951,1.0
chronos_bolt_base,soybean_fut,5,covid,135,1.055,1.0694,0.474,0.652,0.733
chronos_bolt_base,soybean_fut,5,ukraine,131,0.9477,0.9755,0.573,0.046,0.173
chronos_bolt_base,soybean_fut,22,ALL,2804,1.211,1.1287,0.442,1.0,0.997
chronos_bolt_base,soybean_fut,22,calm,2538,1.2489,1.1394,0.431,1.0,0.999
chronos_bolt_base,soybean_fut,22,covid,135,1.5834,1.2929,0.422,0.924,0.99
chronos_bolt_base,soybean_fut,22,ukraine,131,0.8459,0.942,0.687,0.0,0.06
chronos_2,wti_fut,1,ALL,2805,1.0748,1.042,0.496,0.617,1.0
chronos_2,wti_fut,1,calm,2539,1.0711,1.0325,0.494,0.712,1.0
chronos_2,wti_fut,1,covid,135,1.065,1.1206,0.533,0.23,0.99
chronos_2,wti_fut,1,ukraine,131,1.1151,1.0506,0.504,0.3,0.938
chronos_2,wti_fut,5,ALL,2805,1.0423,1.0153,0.5,0.711,0.946
chronos_2,wti_fut,5,calm,2539,1.0283,1.0141,0.492,0.903,0.959
chronos_2,wti_fut,5,covid,135,1.0259,1.0033,0.615,0.009,0.727
chronos_2,wti_fut,5,ukraine,131,1.0946,1.0317,0.527,0.213,0.816
chronos_2,wti_fut,22,ALL,2805,1.0453,1.0245,0.486,0.999,0.834
chronos_2,wti_fut,22,calm,2539,1.0708,1.0327,0.476,1.0,0.941
chronos_2,wti_fut,22,covid,135,0.9297,0.9361,0.674,0.0,0.12
chronos_2,wti_fut,22,ukraine,131,1.1018,1.042,0.496,0.462,0.686
chronos_2,brent_fut,1,ALL,2806,1.1369,1.0465,0.495,0.537,0.954
chronos_2,brent_fut,1,calm,2540,1.0717,1.0401,0.491,0.697,1.0
chronos_2,brent_fut,1,covid,135,1.2164,1.1712,0.519,0.332,0.987
chronos_2,brent_fut,1,ukraine,131,1.2731,1.0371,0.557,0.051,0.826
chronos_2,brent_fut,5,ALL,2806,1.0781,1.0193,0.504,0.487,0.893
chronos_2,brent_fut,5,calm,2540,1.0305,1.014,0.497,0.781,0.955
chronos_2,brent_fut,5,covid,135,0.9879,1.0057,0.63,0.0,0.399
chronos_2,brent_fut,5,ukraine,131,1.2262,1.0631,0.511,0.357,0.832
chronos_2,brent_fut,22,ALL,2806,1.1169,1.0296,0.495,0.99,0.949
chronos_2,brent_fut,22,calm,2540,1.104,1.0344,0.488,0.997,0.95
chronos_2,brent_fut,22,covid,135,0.9401,0.9212,0.652,0.001,0.369
chronos_2,brent_fut,22,ukraine,131,1.321,1.0777,0.481,0.715,0.915
chronos_2,natgas_fut,1,ALL,2806,1.0441,1.0325,0.517,0.03,0.951
chronos_2,natgas_fut,1,calm,2540,1.0399,1.0347,0.518,0.029,0.904
chronos_2,natgas_fut,1,covid,135,1.0803,1.0377,0.474,0.747,0.963
chronos_2,natgas_fut,1,ukraine,131,1.0598,1.0165,0.55,0.103,0.861
chronos_2,natgas_fut,5,ALL,2806,1.0194,1.0131,0.492,0.807,0.802
chronos_2,natgas_fut,5,calm,2540,1.0113,1.0131,0.495,0.654,0.688
chronos_2,natgas_fut,5,covid,135,1.0366,1.039,0.393,0.99,0.924
chronos_2,natgas_fut,5,ukraine,131,1.0501,1.0084,0.527,0.259,0.762
chronos_2,natgas_fut,22,ALL,2806,1.0106,1.0218,0.496,0.734,0.555
chronos_2,natgas_fut,22,calm,2540,1.0331,1.0337,0.484,0.937,0.622
chronos_2,natgas_fut,22,covid,135,0.9217,0.9654,0.563,0.07,0.156
chronos_2,natgas_fut,22,ukraine,131,0.9558,0.967,0.656,0.004,0.0
chronos_2,gold_fut,1,ALL,2804,1.0877,1.0545,0.494,0.256,0.895
chronos_2,gold_fut,1,calm,2538,1.0912,1.0586,0.493,0.288,0.886
chronos_2,gold_fut,1,covid,135,1.0553,1.0305,0.496,0.438,0.922
chronos_2,gold_fut,1,ukraine,131,1.0214,1.0117,0.519,0.33,0.65
chronos_2,gold_fut,5,ALL,2804,0.9418,0.9898,0.508,0.08,0.1
chronos_2,gold_fut,5,calm,2538,0.9383,0.9907,0.505,0.12,0.108
chronos_2,gold_fut,5,covid,135,0.9763,0.9775,0.511,0.578,0.272
chronos_2,gold_fut,5,ukraine,131,0.9796,0.992,0.565,0.034,0.337
chronos_2,gold_fut,22,ALL,2804,0.8824,0.9848,0.512,0.515,0.076
chronos_2,gold_fut,22,calm,2538,0.8812,0.9884,0.498,0.877,0.091
chronos_2,gold_fut,22,covid,135,0.8349,0.9235,0.756,0.064,0.051
chronos_2,gold_fut,22,ukraine,131,0.9952,0.9906,0.542,0.057,0.453
chronos_2,silver_fut,1,ALL,2804,1.2189,1.0545,0.491,0.638,0.912
chronos_2,silver_fut,1,calm,2538,1.2216,1.0554,0.493,0.52,0.909
chronos_2,silver_fut,1,covid,135,1.1547,1.0775,0.415,0.961,0.967
chronos_2,silver_fut,1,ukraine,131,1.0437,1.0015,0.519,0.378,0.803
chronos_2,silver_fut,5,ALL,2804,1.1566,1.0395,0.478,0.984,0.784
chronos_2,silver_fut,5,calm,2538,1.1593,1.038,0.477,0.985,0.779
chronos_2,silver_fut,5,covid,135,1.113,1.081,0.444,0.867,0.977
chronos_2,silver_fut,5,ukraine,131,1.0118,1.0091,0.534,0.226,0.64
chronos_2,silver_fut,22,ALL,2804,1.1,1.0352,0.483,0.985,0.862
chronos_2,silver_fut,22,calm,2538,1.1047,1.0389,0.481,0.989,0.855
chronos_2,silver_fut,22,covid,135,1.0457,1.014,0.533,0.176,0.806
chronos_2,silver_fut,22,ukraine,131,1.0152,1.0044,0.466,0.849,
chronos_2,copper_fut,1,ALL,2805,1.0704,1.0427,0.507,0.11,0.999
chronos_2,copper_fut,1,calm,2539,1.066,1.0425,0.506,0.167,0.998
chronos_2,copper_fut,1,covid,135,1.3813,1.0859,0.467,0.707,0.908
chronos_2,copper_fut,1,ukraine,131,1.0395,1.0215,0.58,0.021,0.692
chronos_2,copper_fut,5,ALL,2805,1.0554,1.0241,0.503,0.306,0.984
chronos_2,copper_fut,5,calm,2539,1.0627,1.0262,0.497,0.531,0.989
chronos_2,copper_fut,5,covid,135,1.1575,1.0553,0.519,0.627,0.839
chronos_2,copper_fut,5,ukraine,131,0.9415,0.9817,0.603,0.01,0.238
chronos_2,copper_fut,22,ALL,2805,1.0067,1.0093,0.491,0.942,0.542
chronos_2,copper_fut,22,calm,2539,0.9998,1.0103,0.481,0.991,0.499
chronos_2,copper_fut,22,covid,135,0.9096,0.9378,0.652,0.124,0.174
chronos_2,copper_fut,22,ukraine,131,1.0746,1.0393,0.534,0.102,0.72
chronos_2,platinum_fut,1,ALL,2803,1.1926,1.0273,0.491,0.514,0.917
chronos_2,platinum_fut,1,calm,2537,1.2001,1.0238,0.495,0.347,0.908
chronos_2,platinum_fut,1,covid,135,1.1375,1.0818,0.452,0.816,0.986
chronos_2,platinum_fut,1,ukraine,131,1.0323,1.0215,0.466,0.802,0.763
chronos_2,platinum_fut,5,ALL,2803,1.0811,1.0199,0.497,0.395,0.961
chronos_2,platinum_fut,5,calm,2537,1.0881,1.0214,0.495,0.408,0.957
chronos_2,platinum_fut,5,covid,135,1.0457,1.0179,0.556,0.06,0.764
chronos_2,platinum_fut,5,ukraine,131,0.9756,0.9957,0.458,0.762,0.223
chronos_2,platinum_fut,22,ALL,2803,1.0911,1.0233,0.488,0.832,0.954
chronos_2,platinum_fut,22,calm,2537,1.0985,1.0258,0.491,0.736,0.95
chronos_2,platinum_fut,22,covid,135,1.0149,0.986,0.526,0.619,0.615
chronos_2,platinum_fut,22,ukraine,131,1.0598,1.0364,0.397,0.946,0.974
chronos_2,corn_fut,1,ALL,2802,1.1179,1.0609,0.463,0.429,1.0
chronos_2,corn_fut,1,calm,2536,1.1154,1.0573,0.468,0.219,1.0
chronos_2,corn_fut,1,covid,135,1.1736,1.103,0.378,0.978,1.0
chronos_2,corn_fut,1,ukraine,131,1.1232,1.0764,0.458,0.741,0.994
chronos_2,corn_fut,5,ALL,2802,1.072,1.029,0.47,0.798,0.953
chronos_2,corn_fut,5,calm,2536,1.0863,1.0287,0.47,0.749,0.941
chronos_2,corn_fut,5,covid,135,1.0902,1.0297,0.415,0.908,0.953
chronos_2,corn_fut,5,ukraine,131,1.0224,1.0316,0.519,0.357,0.677
chronos_2,corn_fut,22,ALL,2802,1.1451,1.0596,0.483,0.981,0.984
chronos_2,corn_fut,22,calm,2536,1.1691,1.0592,0.483,0.979,0.997
chronos_2,corn_fut,22,covid,135,1.2534,1.1265,0.43,0.401,0.93
chronos_2,corn_fut,22,ukraine,131,1.0613,1.0439,0.527,0.936,0.611
chronos_2,wheat_fut,1,ALL,2804,1.3376,1.0482,0.465,0.748,0.931
chronos_2,wheat_fut,1,calm,2538,1.0817,1.0364,0.462,0.78,1.0
chronos_2,wheat_fut,1,covid,135,1.0295,0.9984,0.489,0.288,0.763
chronos_2,wheat_fut,1,ukraine,131,1.6669,1.1234,0.496,0.784,0.901
chronos_2,wheat_fut,5,ALL,2804,1.1457,1.0215,0.459,0.976,0.898
chronos_2,wheat_fut,5,calm,2538,1.0412,1.0189,0.458,0.972,0.999
chronos_2,wheat_fut,5,covid,135,1.0221,1.0156,0.437,0.735,0.764
chronos_2,wheat_fut,5,ukraine,131,1.2414,1.035,0.496,0.6,0.866
chronos_2,wheat_fut,22,ALL,2804,1.1206,1.0095,0.494,0.237,0.866
chronos_2,wheat_fut,22,calm,2538,1.0356,1.0044,0.491,0.39,0.893
chronos_2,wheat_fut,22,covid,135,1.0246,1.0047,0.511,0.048,0.688
chronos_2,wheat_fut,22,ukraine,131,1.201,1.0326,0.55,0.092,0.844
chronos_2,soybean_fut,1,ALL,2804,1.0671,1.0496,0.468,0.94,1.0
chronos_2,soybean_fut,1,calm,2538,1.0984,1.0563,0.464,0.959,1.0
chronos_2,soybean_fut,1,covid,135,1.064,1.0153,0.511,0.328,0.948
chronos_2,soybean_fut,1,ukraine,131,0.9726,1.0073,0.496,0.453,0.265
chronos_2,soybean_fut,5,ALL,2804,1.0382,1.0259,0.462,0.993,0.973
chronos_2,soybean_fut,5,calm,2538,1.0677,1.0329,0.457,0.995,1.0
chronos_2,soybean_fut,5,covid,135,0.9965,0.9961,0.496,0.579,0.451
chronos_2,soybean_fut,5,ukraine,131,0.9433,0.9775,0.511,0.432,0.163
chronos_2,soybean_fut,22,ALL,2804,1.129,1.0692,0.423,1.0,0.997
chronos_2,soybean_fut,22,calm,2538,1.1423,1.0759,0.413,1.0,0.999
chronos_2,soybean_fut,22,covid,135,1.0256,1.0007,0.519,0.913,0.575
chronos_2,soybean_fut,22,ukraine,131,1.0192,1.0038,0.511,0.834,0.541
chronos_2_lora,wti_fut,1,ALL,2805,1.0741,1.0388,0.503,0.685,1.0
chronos_2_lora,wti_fut,1,calm,2539,1.0761,1.0297,0.501,0.775,1.0
chronos_2_lora,wti_fut,1,covid,135,1.0624,1.1312,0.526,0.288,0.989
chronos_2_lora,wti_fut,1,ukraine,131,1.1065,1.035,0.519,0.315,0.921
chronos_2_lora,wti_fut,5,ALL,2805,1.0514,1.0159,0.505,0.704,0.96
chronos_2_lora,wti_fut,5,calm,2539,1.0294,1.0118,0.5,0.876,0.954
chronos_2_lora,wti_fut,5,covid,135,1.0448,1.0167,0.615,0.009,0.801
chronos_2_lora,wti_fut,5,ukraine,131,1.1133,1.044,0.489,0.421,0.837
chronos_2_lora,wti_fut,22,ALL,2805,1.0477,1.023,0.495,0.997,0.828
chronos_2_lora,wti_fut,22,calm,2539,1.0688,1.0298,0.488,0.999,0.929
chronos_2_lora,wti_fut,22,covid,135,0.9337,0.9408,0.644,0.004,0.129
chronos_2_lora,wti_fut,22,ukraine,131,1.1185,1.045,0.473,0.737,0.688
chronos_2_lora,brent_fut,1,ALL,2806,1.1399,1.0467,0.516,0.091,0.958
chronos_2_lora,brent_fut,1,calm,2540,1.0768,1.0403,0.513,0.183,1.0
chronos_2_lora,brent_fut,1,covid,135,1.2123,1.1865,0.511,0.41,0.99
chronos_2_lora,brent_fut,1,ukraine,131,1.2727,1.0309,0.588,0.018,0.826
chronos_2_lora,brent_fut,5,ALL,2806,1.0835,1.0185,0.514,0.375,0.894
chronos_2_lora,brent_fut,5,calm,2540,1.0362,1.0133,0.507,0.728,0.98
chronos_2_lora,brent_fut,5,covid,135,0.9859,1.006,0.63,0.001,0.38
chronos_2_lora,brent_fut,5,ukraine,131,1.2333,1.0611,0.519,0.249,0.824
chronos_2_lora,brent_fut,22,ALL,2806,1.1213,1.0285,0.51,0.815,0.948
chronos_2_lora,brent_fut,22,calm,2540,1.1024,1.032,0.503,0.918,0.95
chronos_2_lora,brent_fut,22,covid,135,0.9426,0.9237,0.652,0.001,0.372
chronos_2_lora,brent_fut,22,ukraine,131,1.3499,1.0846,0.496,0.51,0.911
chronos_2_lora,natgas_fut,1,ALL,2806,1.0496,1.0356,0.513,0.06,0.964
chronos_2_lora,natgas_fut,1,calm,2540,1.0531,1.0411,0.514,0.051,0.949
chronos_2_lora,natgas_fut,1,covid,135,1.0759,1.0466,0.452,0.866,0.974
chronos_2_lora,natgas_fut,1,ukraine,131,1.0341,0.9966,0.557,0.094,0.758
chronos_2_lora,natgas_fut,5,ALL,2806,1.0173,1.0132,0.506,0.227,0.778
chronos_2_lora,natgas_fut,5,calm,2540,1.0139,1.0153,0.506,0.16,0.735
chronos_2_lora,natgas_fut,5,covid,135,1.0057,1.0167,0.452,0.872,0.58
chronos_2_lora,natgas_fut,5,ukraine,131,1.0306,0.9994,0.565,0.172,0.663
chronos_2_lora,natgas_fut,22,ALL,2806,1.0133,1.02,0.509,0.254,0.571
chronos_2_lora,natgas_fut,22,calm,2540,1.0444,1.035,0.494,0.635,0.667
chronos_2_lora,natgas_fut,22,covid,135,0.9071,0.9586,0.6,0.01,0.164
chronos_2_lora,natgas_fut,22,ukraine,131,0.9371,0.9505,0.687,0.004,0.042
chronos_2_lora,gold_fut,1,ALL,2804,1.0725,1.0391,0.517,0.021,0.84
chronos_2_lora,gold_fut,1,calm,2538,1.0754,1.0421,0.513,0.048,0.831
chronos_2_lora,gold_fut,1,covid,135,1.0323,1.0142,0.533,0.281,0.807
chronos_2_lora,gold_fut,1,ukraine,131,1.0488,1.0187,0.565,0.055,0.833
chronos_2_lora,gold_fut,5,ALL,2804,0.9332,0.9832,0.514,0.353,0.105
chronos_2_lora,gold_fut,5,calm,2538,0.9281,0.9828,0.512,0.396,0.11
chronos_2_lora,gold_fut,5,covid,135,0.9763,0.9752,0.563,0.537,0.306
chronos_2_lora,gold_fut,5,ukraine,131,1.0017,1.004,0.504,0.171,0.517
chronos_2_lora,gold_fut,22,ALL,2804,0.8485,0.9737,0.521,0.803,0.059
chronos_2_lora,gold_fut,22,calm,2538,0.8461,0.9769,0.509,0.942,0.072
chronos_2_lora,gold_fut,22,covid,135,0.7947,0.9035,0.741,0.619,0.045
chronos_2_lora,gold_fut,22,ukraine,131,1.0056,0.9979,0.511,0.073,0.537
chronos_2_lora,silver_fut,1,ALL,2804,1.1861,1.0458,0.499,0.672,0.927
chronos_2_lora,silver_fut,1,calm,2538,1.1883,1.0472,0.498,0.718,0.923
chronos_2_lora,silver_fut,1,covid,135,1.1369,1.0527,0.452,0.857,0.955
chronos_2_lora,silver_fut,1,ukraine,131,1.043,1.0054,0.557,0.06,0.841
chronos_2_lora,silver_fut,5,ALL,2804,1.1525,1.0323,0.495,0.916,0.774
chronos_2_lora,silver_fut,5,calm,2538,1.1556,1.0304,0.492,0.959,0.77
chronos_2_lora,silver_fut,5,covid,135,1.096,1.0738,0.496,0.623,0.958
chronos_2_lora,silver_fut,5,ukraine,131,1.0211,1.0117,0.55,0.082,0.76
chronos_2_lora,silver_fut,22,ALL,2804,1.0777,1.0272,0.483,0.999,0.814
chronos_2_lora,silver_fut,22,calm,2538,1.0816,1.0301,0.483,0.997,0.808
chronos_2_lora,silver_fut,22,covid,135,1.0283,1.0083,0.481,0.929,0.827
chronos_2_lora,silver_fut,22,ukraine,131,1.0229,1.007,0.481,0.628,0.813
chronos_2_lora,copper_fut,1,ALL,2805,1.0728,1.0368,0.51,0.106,0.999
chronos_2_lora,copper_fut,1,calm,2539,1.072,1.0381,0.507,0.186,0.999
chronos_2_lora,copper_fut,1,covid,135,1.3355,1.0667,0.474,0.693,0.894
chronos_2_lora,copper_fut,1,ukraine,131,1.0072,1.0024,0.611,0.006,0.542
chronos_2_lora,copper_fut,5,ALL,2805,1.0605,1.0224,0.512,0.208,0.979
chronos_2_lora,copper_fut,5,calm,2539,1.0667,1.0242,0.505,0.436,0.98
chronos_2_lora,copper_fut,5,covid,135,1.1432,1.041,0.556,0.443,0.815
chronos_2_lora,copper_fut,5,ukraine,131,0.9644,0.9899,0.595,0.008,0.3
chronos_2_lora,copper_fut,22,ALL,2805,1.0055,1.0068,0.508,0.835,0.539
chronos_2_lora,copper_fut,22,calm,2539,0.9963,1.0068,0.499,0.944,0.478
chronos_2_lora,copper_fut,22,covid,135,0.9239,0.9439,0.63,0.497,0.229
chronos_2_lora,copper_fut,22,ukraine,131,1.0833,1.042,0.55,0.033,0.762
chronos_2_lora,platinum_fut,1,ALL,2803,1.1663,1.0145,0.499,0.327,0.884
chronos_2_lora,platinum_fut,1,calm,2537,1.1727,1.011,0.501,0.249,0.874
chronos_2_lora,platinum_fut,1,covid,135,1.1252,1.0695,0.444,0.863,0.989
chronos_2_lora,platinum_fut,1,ukraine,131,1.0158,1.0081,0.511,0.311,0.667
chronos_2_lora,platinum_fut,5,ALL,2803,1.0767,1.0183,0.497,0.512,0.954
chronos_2_lora,platinum_fut,5,calm,2537,1.083,1.0192,0.495,0.585,0.948
chronos_2_lora,platinum_fut,5,covid,135,1.0431,1.0151,0.548,0.065,0.774
chronos_2_lora,platinum_fut,5,ukraine,131,0.9876,1.0071,0.466,0.425,0.367
chronos_2_lora,platinum_fut,22,ALL,2803,1.0636,1.0195,0.492,0.795,0.95
chronos_2_lora,platinum_fut,22,calm,2537,1.0671,1.0206,0.498,0.553,0.942
chronos_2_lora,platinum_fut,22,covid,135,1.0161,0.9904,0.511,0.776,0.617
chronos_2_lora,platinum_fut,22,ukraine,131,1.0801,1.0468,0.344,0.997,0.969
chronos_2_lora,corn_fut,1,ALL,2802,1.1049,1.0548,0.475,0.174,1.0
chronos_2_lora,corn_fut,1,calm,2536,1.1037,1.0534,0.478,0.087,1.0
chronos_2_lora,corn_fut,1,covid,135,1.1496,1.0822,0.393,0.93,0.998
chronos_2_lora,corn_fut,1,ukraine,131,1.1057,1.057,0.504,0.536,0.98
chronos_2_lora,corn_fut,5,ALL,2802,1.077,1.0273,0.477,0.763,0.957
chronos_2_lora,corn_fut,5,calm,2536,1.0912,1.026,0.478,0.726,0.944
chronos_2_lora,corn_fut,5,covid,135,1.0948,1.0372,0.385,0.96,0.957
chronos_2_lora,corn_fut,5,ukraine,131,1.028,1.0346,0.55,0.195,0.71
chronos_2_lora,corn_fut,22,ALL,2802,1.1431,1.0553,0.484,0.999,0.984
chronos_2_lora,corn_fut,22,calm,2536,1.164,1.0551,0.484,0.999,0.996
chronos_2_lora,corn_fut,22,covid,135,1.1956,1.0995,0.444,0.384,0.933
chronos_2_lora,corn_fut,22,ukraine,131,1.073,1.0442,0.527,0.936,0.63
chronos_2_lora,wheat_fut,1,ALL,2804,1.3005,1.0486,0.462,0.633,0.929
chronos_2_lora,wheat_fut,1,calm,2538,1.0729,1.0398,0.461,0.657,1.0
chronos_2_lora,wheat_fut,1,covid,135,1.0693,1.0307,0.474,0.345,0.94
chronos_2_lora,wheat_fut,1,ukraine,131,1.5917,1.0997,0.481,0.744,0.898
chronos_2_lora,wheat_fut,5,ALL,2804,1.1426,1.0242,0.456,0.975,0.894
chronos_2_lora,wheat_fut,5,calm,2538,1.0382,1.0212,0.453,0.983,0.999
chronos_2_lora,wheat_fut,5,covid,135,1.0198,1.0236,0.459,0.521,0.811
chronos_2_lora,wheat_fut,5,ukraine,131,1.2381,1.0385,0.504,0.352,0.863
chronos_2_lora,wheat_fut,22,ALL,2804,1.1322,1.0121,0.495,0.166,0.875
chronos_2_lora,wheat_fut,22,calm,2538,1.0388,1.0072,0.494,0.245,0.922
chronos_2_lora,wheat_fut,22,covid,135,1.0428,1.0168,0.489,0.017,0.74
chronos_2_lora,wheat_fut,22,ukraine,131,1.2201,1.0319,0.527,0.272,0.858
chronos_2_lora,soybean_fut,1,ALL,2804,1.0753,1.0519,0.471,0.963,1.0
chronos_2_lora,soybean_fut,1,calm,2538,1.1003,1.0602,0.466,0.981,1.0
chronos_2_lora,soybean_fut,1,covid,135,1.057,1.0312,0.496,0.524,0.902
chronos_2_lora,soybean_fut,1,ukraine,131,1.0008,0.9944,0.542,0.167,0.509
chronos_2_lora,soybean_fut,5,ALL,2804,1.0447,1.0258,0.47,0.971,0.99
chronos_2_lora,soybean_fut,5,calm,2538,1.0675,1.0309,0.465,0.983,0.999
chronos_2_lora,soybean_fut,5,covid,135,1.012,1.0094,0.496,0.603,0.626
chronos_2_lora,soybean_fut,5,ukraine,131,0.9713,0.9895,0.542,0.195,0.268
chronos_2_lora,soybean_fut,22,ALL,2804,1.126,1.067,0.429,1.0,0.995
