model,series,h,band,nominal,picp,winkler,n
chronos_bolt_small,corn_fut,1,splitCP90,0.9,0.83,30.549,106
chronos_bolt_small,corn_fut,1,ACI90,0.9,0.811,30.568,106
chronos_bolt_small,corn_fut,1,SPCI90,0.9,0.774,34.095,106
chronos_bolt_small,corn_fut,1,CQR80,0.8,0.726,24.369,106
chronos_bolt_base,corn_fut,1,native80,0.8,0.755,22.638,106
chronos_bolt_base,corn_fut,1,splitCP80,0.8,0.708,23.381,106
chronos_bolt_base,corn_fut,1,ACI80,0.8,0.689,23.092,106
chronos_bolt_base,corn_fut,1,SPCI80,0.8,0.679,24.899,106
chronos_bolt_base,corn_fut,1,splitCP90,0.9,0.84,27.935,106
chronos_bolt_base,corn_fut,1,ACI90,0.9,0.811,27.682,106
chronos_bolt_base,corn_fut,1,SPCI90,0.9,0.783,31.728,106
chronos_bolt_base,corn_fut,1,CQR80,0.8,0.736,22.8,106
chronos_2,corn_fut,1,native80,0.8,0.745,23.434,106
chronos_2,corn_fut,1,splitCP80,0.8,0.698,22.703,106
chronos_2,corn_fut,1,ACI80,0.8,0.67,22.689,106
chronos_2,corn_fut,1,SPCI80,0.8,0.651,23.696,106
chronos_2,corn_fut,1,splitCP90,0.9,0.811,28.057,106
chronos_2,corn_fut,1,ACI90,0.9,0.821,27.542,106
chronos_2,corn_fut,1,SPCI90,0.9,0.811,30.412,106
chronos_2,corn_fut,1,CQR80,0.8,0.689,24.042,106
chronos_2_lora,corn_fut,1,native80,0.8,0.717,23.42,106
chronos_2_lora,corn_fut,1,splitCP80,0.8,0.717,23.311,106
chronos_2_lora,corn_fut,1,ACI80,0.8,0.67,23.608,106
chronos_2_lora,corn_fut,1,SPCI80,0.8,0.67,23.854,106
chronos_2_lora,corn_fut,1,splitCP90,0.9,0.811,28.255,106
chronos_2_lora,corn_fut,1,ACI90,0.9,0.811,27.915,106
chronos_2_lora,corn_fut,1,SPCI90,0.9,0.755,31.136,106
chronos_2_lora,corn_fut,1,CQR80,0.8,0.67,24.057,106
chronos_2_full,corn_fut,1,native80,0.8,0.689,22.656,106
chronos_2_full,corn_fut,1,splitCP80,0.8,0.689,23.108,106
chronos_2_full,corn_fut,1,ACI80,0.8,0.66,23.472,106
chronos_2_full,corn_fut,1,SPCI80,0.8,0.632,24.222,106
chronos_2_full,corn_fut,1,splitCP90,0.9,0.821,28.075,106
chronos_2_full,corn_fut,1,ACI90,0.9,0.792,28.632,106
chronos_2_full,corn_fut,1,SPCI90,0.9,0.783,29.614,106
chronos_2_full,corn_fut,1,CQR80,0.8,0.679,22.967,106
timesfm_25,corn_fut,1,native80,0.8,0.84,22.621,106
timesfm_25,corn_fut,1,splitCP80,0.8,0.66,22.471,106
timesfm_25,corn_fut,1,ACI80,0.8,0.67,21.871,106
timesfm_25,corn_fut,1,SPCI80,0.8,0.679,23.815,106
timesfm_25,corn_fut,1,splitCP90,0.9,0.821,27.521,106
timesfm_25,corn_fut,1,ACI90,0.9,0.821,27.934,106
timesfm_25,corn_fut,1,SPCI90,0.9,0.764,29.464,106
timesfm_25,corn_fut,1,CQR80,0.8,0.66,23.83,106
moirai2_small,corn_fut,1,native80,0.8,0.783,22.307,106
moirai2_small,corn_fut,1,splitCP80,0.8,0.651,23.576,106
moirai2_small,corn_fut,1,ACI80,0.8,0.717,22.987,106
moirai2_small,corn_fut,1,SPCI80,0.8,0.604,25.313,106
moirai2_small,corn_fut,1,splitCP90,0.9,0.811,27.966,106
moirai2_small,corn_fut,1,ACI90,0.9,0.83,28.182,106
moirai2_small,corn_fut,1,SPCI90,0.9,0.764,30.14,106
moirai2_small,corn_fut,1,CQR80,0.8,0.708,22.999,106
garch_t,corn_fut,5,native80,0.8,0.821,44.396,106
garch_t,corn_fut,5,splitCP80,0.8,0.651,48.77,106
garch_t,corn_fut,5,ACI80,0.8,0.67,49.849,106
garch_t,corn_fut,5,SPCI80,0.8,0.613,49.529,106
garch_t,corn_fut,5,splitCP90,0.9,0.84,58.024,106
garch_t,corn_fut,5,ACI90,0.9,0.811,61.568,106
garch_t,corn_fut,5,SPCI90,0.9,0.708,63.554,106
garch_t,corn_fut,5,CQR80,0.8,0.679,46.325,106
qr_ar,corn_fut,5,native80,0.8,0.84,45.751,106
qr_ar,corn_fut,5,splitCP80,0.8,0.679,48.565,106
qr_ar,corn_fut,5,ACI80,0.8,0.651,50.39,106
qr_ar,corn_fut,5,SPCI80,0.8,0.613,48.796,106
qr_ar,corn_fut,5,splitCP90,0.9,0.84,59.637,106
qr_ar,corn_fut,5,ACI90,0.9,0.83,63.412,106
qr_ar,corn_fut,5,SPCI90,0.9,0.698,62.16,106
qr_ar,corn_fut,5,CQR80,0.8,0.66,47.48,106
chronos_bolt_small,corn_fut,5,native80,0.8,0.689,47.831,106
chronos_bolt_small,corn_fut,5,splitCP80,0.8,0.717,50.511,106
chronos_bolt_small,corn_fut,5,ACI80,0.8,0.66,52.463,106
chronos_bolt_small,corn_fut,5,SPCI80,0.8,0.632,52.084,106
chronos_bolt_small,corn_fut,5,splitCP90,0.9,0.849,64.76,106
chronos_bolt_small,corn_fut,5,ACI90,0.9,0.84,65.059,106
chronos_bolt_small,corn_fut,5,SPCI90,0.9,0.708,68.032,106
chronos_bolt_small,corn_fut,5,CQR80,0.8,0.689,48.296,106
chronos_bolt_base,corn_fut,5,native80,0.8,0.736,44.955,106
chronos_bolt_base,corn_fut,5,splitCP80,0.8,0.67,50.939,106
chronos_bolt_base,corn_fut,5,ACI80,0.8,0.66,51.447,106
chronos_bolt_base,corn_fut,5,SPCI80,0.8,0.585,51.412,106
chronos_bolt_base,corn_fut,5,splitCP90,0.9,0.849,59.666,106
chronos_bolt_base,corn_fut,5,ACI90,0.9,0.84,64.932,106
chronos_bolt_base,corn_fut,5,SPCI90,0.9,0.698,68.533,106
chronos_bolt_base,corn_fut,5,CQR80,0.8,0.708,47.482,106
chronos_2,corn_fut,5,native80,0.8,0.726,46.335,106
chronos_2,corn_fut,5,splitCP80,0.8,0.651,48.925,106
chronos_2,corn_fut,5,ACI80,0.8,0.67,49.34,106
chronos_2,corn_fut,5,SPCI80,0.8,0.613,50.99,106
chronos_2,corn_fut,5,splitCP90,0.9,0.858,58.925,106
chronos_2,corn_fut,5,ACI90,0.9,0.83,63.132,106
chronos_2,corn_fut,5,SPCI90,0.9,0.708,65.124,106
chronos_2,corn_fut,5,CQR80,0.8,0.67,47.618,106
chronos_2_lora,corn_fut,5,native80,0.8,0.708,46.34,106
chronos_2_lora,corn_fut,5,splitCP80,0.8,0.642,49.896,106
chronos_2_lora,corn_fut,5,ACI80,0.8,0.66,50.75,106
chronos_2_lora,corn_fut,5,SPCI80,0.8,0.585,51.167,106
chronos_2_lora,corn_fut,5,splitCP90,0.9,0.849,60.991,106
chronos_2_lora,corn_fut,5,ACI90,0.9,0.83,64.972,106
chronos_2_lora,corn_fut,5,SPCI90,0.9,0.698,65.285,106
chronos_2_lora,corn_fut,5,CQR80,0.8,0.67,47.693,106
chronos_2_full,corn_fut,5,native80,0.8,0.698,46.019,106
chronos_2_full,corn_fut,5,splitCP80,0.8,0.679,49.208,106
chronos_2_full,corn_fut,5,ACI80,0.8,0.642,51.325,106
chronos_2_full,corn_fut,5,SPCI80,0.8,0.594,50.22,106
chronos_2_full,corn_fut,5,splitCP90,0.9,0.849,59.283,106
chronos_2_full,corn_fut,5,ACI90,0.9,0.84,64.816,106
chronos_2_full,corn_fut,5,SPCI90,0.9,0.726,64.238,106
chronos_2_full,corn_fut,5,CQR80,0.8,0.651,47.264,106
timesfm_25,corn_fut,5,native80,0.8,0.755,43.651,106
timesfm_25,corn_fut,5,splitCP80,0.8,0.679,45.843,106
timesfm_25,corn_fut,5,ACI80,0.8,0.651,46.876,106
timesfm_25,corn_fut,5,SPCI80,0.8,0.547,48.84,106
timesfm_25,corn_fut,5,splitCP90,0.9,0.849,56.884,106
timesfm_25,corn_fut,5,ACI90,0.9,0.83,59.376,106
timesfm_25,corn_fut,5,SPCI90,0.9,0.708,58.199,106
timesfm_25,corn_fut,5,CQR80,0.8,0.632,47.418,106
moirai2_small,corn_fut,5,native80,0.8,0.745,47.911,106
moirai2_small,corn_fut,5,splitCP80,0.8,0.689,49.585,106
moirai2_small,corn_fut,5,ACI80,0.8,0.679,51.019,106
moirai2_small,corn_fut,5,SPCI80,0.8,0.538,50.196,106
moirai2_small,corn_fut,5,splitCP90,0.9,0.849,60.111,106
moirai2_small,corn_fut,5,ACI90,0.9,0.821,65.873,106
moirai2_small,corn_fut,5,SPCI90,0.9,0.726,61.107,106
moirai2_small,corn_fut,5,CQR80,0.8,0.66,49.534,106
garch_t,corn_fut,22,native80,0.8,0.726,107.025,106
garch_t,corn_fut,22,splitCP80,0.8,0.698,111.815,106
garch_t,corn_fut,22,ACI80,0.8,0.509,125.96,106
garch_t,corn_fut,22,SPCI80,0.8,0.604,143.987,106
garch_t,corn_fut,22,splitCP90,0.9,0.802,137.66,106
garch_t,corn_fut,22,ACI90,0.9,0.698,175.53,106
garch_t,corn_fut,22,SPCI90,0.9,0.651,199.656,106
garch_t,corn_fut,22,CQR80,0.8,0.689,111.461,106
qr_ar,corn_fut,22,native80,0.8,0.811,102.771,106
qr_ar,corn_fut,22,splitCP80,0.8,0.689,111.516,106
qr_ar,corn_fut,22,ACI80,0.8,0.491,126.289,106
qr_ar,corn_fut,22,SPCI80,0.8,0.594,138.967,106
qr_ar,corn_fut,22,splitCP90,0.9,0.792,135.251,106
qr_ar,corn_fut,22,ACI90,0.9,0.708,169.98,106
qr_ar,corn_fut,22,SPCI90,0.9,0.67,189.607,106
qr_ar,corn_fut,22,CQR80,0.8,0.651,111.843,106
chronos_bolt_small,corn_fut,22,native80,0.8,0.67,113.793,106
chronos_bolt_small,corn_fut,22,splitCP80,0.8,0.792,114.207,106
chronos_bolt_small,corn_fut,22,ACI80,0.8,0.557,131.689,106
chronos_bolt_small,corn_fut,22,SPCI80,0.8,0.651,144.822,106
chronos_bolt_small,corn_fut,22,splitCP90,0.9,0.849,134.212,106
chronos_bolt_small,corn_fut,22,ACI90,0.9,0.745,179.617,106
chronos_bolt_small,corn_fut,22,SPCI90,0.9,0.698,190.705,106
chronos_bolt_small,corn_fut,22,CQR80,0.8,0.764,110.219,106
chronos_bolt_base,corn_fut,22,native80,0.8,0.67,104.457,106
chronos_bolt_base,corn_fut,22,splitCP80,0.8,0.755,110.115,106
chronos_bolt_base,corn_fut,22,ACI80,0.8,0.528,130.239,106
chronos_bolt_base,corn_fut,22,SPCI80,0.8,0.642,140.666,106
chronos_bolt_base,corn_fut,22,splitCP90,0.9,0.896,117.589,106
chronos_bolt_base,corn_fut,22,ACI90,0.9,0.755,171.555,106
chronos_bolt_base,corn_fut,22,SPCI90,0.9,0.726,184.638,106
chronos_bolt_base,corn_fut,22,CQR80,0.8,0.755,101.861,106
chronos_2,corn_fut,22,native80,0.8,0.66,111.443,106
chronos_2,corn_fut,22,splitCP80,0.8,0.67,111.877,106
chronos_2,corn_fut,22,ACI80,0.8,0.462,128.292,106
chronos_2,corn_fut,22,SPCI80,0.8,0.575,140.286,106
chronos_2,corn_fut,22,splitCP90,0.9,0.764,131.434,106
chronos_2,corn_fut,22,ACI90,0.9,0.698,155.358,106
chronos_2,corn_fut,22,SPCI90,0.9,0.623,192.471,106
chronos_2,corn_fut,22,CQR80,0.8,0.604,115.344,106
chronos_2_lora,corn_fut,22,native80,0.8,0.66,111.104,106
chronos_2_lora,corn_fut,22,splitCP80,0.8,0.689,111.472,106
chronos_2_lora,corn_fut,22,ACI80,0.8,0.472,125.297,106
chronos_2_lora,corn_fut,22,SPCI80,0.8,0.538,142.006,106
chronos_2_lora,corn_fut,22,splitCP90,0.9,0.764,133.071,106
chronos_2_lora,corn_fut,22,ACI90,0.9,0.689,166.509,106
chronos_2_lora,corn_fut,22,SPCI90,0.9,0.594,201.251,106
chronos_2_lora,corn_fut,22,CQR80,0.8,0.623,114.462,106
chronos_2_full,corn_fut,22,native80,0.8,0.642,112.236,106
chronos_2_full,corn_fut,22,splitCP80,0.8,0.755,110.274,106
chronos_2_full,corn_fut,22,ACI80,0.8,0.528,124.373,106
chronos_2_full,corn_fut,22,SPCI80,0.8,0.594,142.563,106
chronos_2_full,corn_fut,22,splitCP90,0.9,0.811,133.038,106
chronos_2_full,corn_fut,22,ACI90,0.9,0.717,176.825,106
chronos_2_full,corn_fut,22,SPCI90,0.9,0.67,202.057,106
chronos_2_full,corn_fut,22,CQR80,0.8,0.717,108.406,106
timesfm_25,corn_fut,22,native80,0.8,0.651,99.98,106
timesfm_25,corn_fut,22,splitCP80,0.8,0.67,99.255,106
timesfm_25,corn_fut,22,ACI80,0.8,0.481,118.461,106
timesfm_25,corn_fut,22,SPCI80,0.8,0.491,123.142,106
timesfm_25,corn_fut,22,splitCP90,0.9,0.821,115.836,106
timesfm_25,corn_fut,22,ACI90,0.9,0.689,135.717,106
timesfm_25,corn_fut,22,SPCI90,0.9,0.557,167.927,106
timesfm_25,corn_fut,22,CQR80,0.8,0.594,111.632,106
moirai2_small,corn_fut,22,native80,0.8,0.575,123.316,106
moirai2_small,corn_fut,22,splitCP80,0.8,0.679,115.577,106
moirai2_small,corn_fut,22,ACI80,0.8,0.538,135.594,106
moirai2_small,corn_fut,22,SPCI80,0.8,0.5,141.741,106
moirai2_small,corn_fut,22,splitCP90,0.9,0.792,128.628,106
moirai2_small,corn_fut,22,ACI90,0.9,0.717,175.767,106
moirai2_small,corn_fut,22,SPCI90,0.9,0.566,193.139,106
moirai2_small,corn_fut,22,CQR80,0.8,0.566,122.258,106
garch_t,wheat_fut,1,native80,0.8,0.774,48.03,106
garch_t,wheat_fut,1,splitCP80,0.8,0.604,50.478,106
garch_t,wheat_fut,1,ACI80,0.8,0.755,47.937,106
garch_t,wheat_fut,1,SPCI80,0.8,0.623,50.018,106
garch_t,wheat_fut,1,splitCP90,0.9,0.764,64.281,106
garch_t,wheat_fut,1,ACI90,0.9,0.877,61.223,106
garch_t,wheat_fut,1,SPCI90,0.9,0.717,67.889,106
garch_t,wheat_fut,1,CQR80,0.8,0.755,48.509,106
qr_ar,wheat_fut,1,native80,0.8,0.764,47.09,106
qr_ar,wheat_fut,1,splitCP80,0.8,0.613,49.96,106
qr_ar,wheat_fut,1,ACI80,0.8,0.755,47.074,106
qr_ar,wheat_fut,1,SPCI80,0.8,0.632,49.23,106
qr_ar,wheat_fut,1,splitCP90,0.9,0.802,63.42,106
qr_ar,wheat_fut,1,ACI90,0.9,0.868,61.756,106
qr_ar,wheat_fut,1,SPCI90,0.9,0.689,66.852,106
qr_ar,wheat_fut,1,CQR80,0.8,0.689,49.206,106
chronos_bolt_small,wheat_fut,1,native80,0.8,0.84,48.63,106
chronos_bolt_small,wheat_fut,1,splitCP80,0.8,0.604,53.407,106
chronos_bolt_small,wheat_fut,1,ACI80,0.8,0.726,50.744,106
chronos_bolt_small,wheat_fut,1,SPCI80,0.8,0.642,52.315,106
chronos_bolt_small,wheat_fut,1,splitCP90,0.9,0.792,66.779,106
chronos_bolt_small,wheat_fut,1,ACI90,0.9,0.877,62.846,106
chronos_bolt_small,wheat_fut,1,SPCI90,0.9,0.755,71.946,106
chronos_bolt_small,wheat_fut,1,CQR80,0.8,0.792,48.296,106
chronos_bolt_base,wheat_fut,1,native80,0.8,0.792,47.355,106
chronos_bolt_base,wheat_fut,1,splitCP80,0.8,0.585,49.522,106
chronos_bolt_base,wheat_fut,1,ACI80,0.8,0.726,47.049,106
chronos_bolt_base,wheat_fut,1,SPCI80,0.8,0.604,49.544,106
chronos_bolt_base,wheat_fut,1,splitCP90,0.9,0.821,62.245,106
chronos_bolt_base,wheat_fut,1,ACI90,0.9,0.887,59.88,106
chronos_bolt_base,wheat_fut,1,SPCI90,0.9,0.736,64.84,106
chronos_bolt_base,wheat_fut,1,CQR80,0.8,0.755,47.756,106
chronos_2,wheat_fut,1,native80,0.8,0.783,47.717,106
chronos_2,wheat_fut,1,splitCP80,0.8,0.623,51.208,106
chronos_2,wheat_fut,1,ACI80,0.8,0.736,48.991,106
chronos_2,wheat_fut,1,SPCI80,0.8,0.642,49.738,106
chronos_2,wheat_fut,1,splitCP90,0.9,0.783,67.434,106
chronos_2,wheat_fut,1,ACI90,0.9,0.849,65.528,106
chronos_2,wheat_fut,1,SPCI90,0.9,0.745,69.486,106
chronos_2,wheat_fut,1,CQR80,0.8,0.821,47.774,106
chronos_2_lora,wheat_fut,1,native80,0.8,0.783,47.302,106
chronos_2_lora,wheat_fut,1,splitCP80,0.8,0.642,52.255,106
chronos_2_lora,wheat_fut,1,ACI80,0.8,0.717,50.193,106
chronos_2_lora,wheat_fut,1,SPCI80,0.8,0.613,51.022,106
chronos_2_lora,wheat_fut,1,splitCP90,0.9,0.764,70.283,106
chronos_2_lora,wheat_fut,1,ACI90,0.9,0.849,66.542,106
chronos_2_lora,wheat_fut,1,SPCI90,0.9,0.745,68.029,106
chronos_2_lora,wheat_fut,1,CQR80,0.8,0.802,47.467,106
chronos_2_full,wheat_fut,1,native80,0.8,0.717,48.528,106
chronos_2_full,wheat_fut,1,splitCP80,0.8,0.594,56.623,106
chronos_2_full,wheat_fut,1,ACI80,0.8,0.698,52.844,106
chronos_2_full,wheat_fut,1,SPCI80,0.8,0.585,55.579,106
chronos_2_full,wheat_fut,1,splitCP90,0.9,0.736,70.203,106
chronos_2_full,wheat_fut,1,ACI90,0.9,0.849,65.575,106
chronos_2_full,wheat_fut,1,SPCI90,0.9,0.679,71.904,106
chronos_2_full,wheat_fut,1,CQR80,0.8,0.764,47.783,106
timesfm_25,wheat_fut,1,native80,0.8,0.84,47.474,106
timesfm_25,wheat_fut,1,splitCP80,0.8,0.604,49.92,106
timesfm_25,wheat_fut,1,ACI80,0.8,0.736,48.571,106
timesfm_25,wheat_fut,1,SPCI80,0.8,0.642,49.475,106
timesfm_25,wheat_fut,1,splitCP90,0.9,0.792,63.937,106
timesfm_25,wheat_fut,1,ACI90,0.9,0.868,62.278,106
timesfm_25,wheat_fut,1,SPCI90,0.9,0.717,69.489,106
timesfm_25,wheat_fut,1,CQR80,0.8,0.821,46.711,106
moirai2_small,wheat_fut,1,native80,0.8,0.802,47.978,106
moirai2_small,wheat_fut,1,splitCP80,0.8,0.632,51.644,106
moirai2_small,wheat_fut,1,ACI80,0.8,0.708,49.472,106
moirai2_small,wheat_fut,1,SPCI80,0.8,0.698,50.737,106
moirai2_small,wheat_fut,1,splitCP90,0.9,0.774,67.234,106
moirai2_small,wheat_fut,1,ACI90,0.9,0.858,65.177,106
moirai2_small,wheat_fut,1,SPCI90,0.9,0.745,70.644,106
moirai2_small,wheat_fut,1,CQR80,0.8,0.783,48.116,106
garch_t,wheat_fut,5,native80,0.8,0.783,92.592,106
garch_t,wheat_fut,5,splitCP80,0.8,0.557,105.42,106
garch_t,wheat_fut,5,ACI80,0.8,0.717,98.001,106
garch_t,wheat_fut,5,SPCI80,0.8,0.575,107.212,106
garch_t,wheat_fut,5,splitCP90,0.9,0.689,135.289,106
garch_t,wheat_fut,5,ACI90,0.9,0.84,119.335,106
garch_t,wheat_fut,5,SPCI90,0.9,0.632,144.718,106
garch_t,wheat_fut,5,CQR80,0.8,0.679,96.051,106
qr_ar,wheat_fut,5,native80,0.8,0.774,95.046,106
qr_ar,wheat_fut,5,splitCP80,0.8,0.566,105.423,106
qr_ar,wheat_fut,5,ACI80,0.8,0.726,99.679,106
qr_ar,wheat_fut,5,SPCI80,0.8,0.604,107.17,106
qr_ar,wheat_fut,5,splitCP90,0.9,0.689,138.174,106
qr_ar,wheat_fut,5,ACI90,0.9,0.83,118.103,106
qr_ar,wheat_fut,5,SPCI90,0.9,0.67,148.117,106
qr_ar,wheat_fut,5,CQR80,0.8,0.613,101.448,106
chronos_bolt_small,wheat_fut,5,native80,0.8,0.821,97.201,106
chronos_bolt_small,wheat_fut,5,splitCP80,0.8,0.566,105.282,106
chronos_bolt_small,wheat_fut,5,ACI80,0.8,0.764,99.71,106
chronos_bolt_small,wheat_fut,5,SPCI80,0.8,0.594,115.206,106
chronos_bolt_small,wheat_fut,5,splitCP90,0.9,0.726,137.632,106
chronos_bolt_small,wheat_fut,5,ACI90,0.9,0.868,134.856,106
chronos_bolt_small,wheat_fut,5,SPCI90,0.9,0.67,159.948,106
chronos_bolt_small,wheat_fut,5,CQR80,0.8,0.821,98.777,106
chronos_bolt_base,wheat_fut,5,native80,0.8,0.792,102.756,106
chronos_bolt_base,wheat_fut,5,splitCP80,0.8,0.509,114.724,106
chronos_bolt_base,wheat_fut,5,ACI80,0.8,0.726,107.023,106
chronos_bolt_base,wheat_fut,5,SPCI80,0.8,0.547,119.601,106
chronos_bolt_base,wheat_fut,5,splitCP90,0.9,0.67,153.424,106
chronos_bolt_base,wheat_fut,5,ACI90,0.9,0.858,131.41,106
chronos_bolt_base,wheat_fut,5,SPCI90,0.9,0.632,169.972,106
chronos_bolt_base,wheat_fut,5,CQR80,0.8,0.764,103.928,106
chronos_2,wheat_fut,5,native80,0.8,0.811,101.255,106
chronos_2,wheat_fut,5,splitCP80,0.8,0.519,117.325,106
chronos_2,wheat_fut,5,ACI80,0.8,0.745,105.467,106
chronos_2,wheat_fut,5,SPCI80,0.8,0.604,118.841,106
chronos_2,wheat_fut,5,splitCP90,0.9,0.67,153.439,106
chronos_2,wheat_fut,5,ACI90,0.9,0.849,144.637,106
chronos_2,wheat_fut,5,SPCI90,0.9,0.67,168.161,106
chronos_2,wheat_fut,5,CQR80,0.8,0.821,102.509,106
chronos_2_lora,wheat_fut,5,native80,0.8,0.783,100.377,106
chronos_2_lora,wheat_fut,5,splitCP80,0.8,0.538,115.571,106
chronos_2_lora,wheat_fut,5,ACI80,0.8,0.736,103.887,106
chronos_2_lora,wheat_fut,5,SPCI80,0.8,0.623,117.054,106
chronos_2_lora,wheat_fut,5,splitCP90,0.9,0.66,150.92,106
chronos_2_lora,wheat_fut,5,ACI90,0.9,0.849,138.127,106
chronos_2_lora,wheat_fut,5,SPCI90,0.9,0.66,169.114,106
chronos_2_lora,wheat_fut,5,CQR80,0.8,0.792,101.0,106
chronos_2_full,wheat_fut,5,native80,0.8,0.726,98.939,106
chronos_2_full,wheat_fut,5,splitCP80,0.8,0.547,116.943,106
chronos_2_full,wheat_fut,5,ACI80,0.8,0.689,106.566,106
chronos_2_full,wheat_fut,5,SPCI80,0.8,0.604,114.028,106
chronos_2_full,wheat_fut,5,splitCP90,0.9,0.679,156.288,106
chronos_2_full,wheat_fut,5,ACI90,0.9,0.792,124.307,106
chronos_2_full,wheat_fut,5,SPCI90,0.9,0.67,159.565,106
chronos_2_full,wheat_fut,5,CQR80,0.8,0.726,100.873,106
timesfm_25,wheat_fut,5,native80,0.8,0.821,97.146,106
timesfm_25,wheat_fut,5,splitCP80,0.8,0.509,111.653,106
timesfm_25,wheat_fut,5,ACI80,0.8,0.736,104.219,106
timesfm_25,wheat_fut,5,SPCI80,0.8,0.575,112.912,106
timesfm_25,wheat_fut,5,splitCP90,0.9,0.726,145.672,106
timesfm_25,wheat_fut,5,ACI90,0.9,0.868,138.073,106
timesfm_25,wheat_fut,5,SPCI90,0.9,0.67,157.43,106
timesfm_25,wheat_fut,5,CQR80,0.8,0.792,97.914,106
moirai2_small,wheat_fut,5,native80,0.8,0.745,95.12,106
moirai2_small,wheat_fut,5,splitCP80,0.8,0.538,107.704,106
moirai2_small,wheat_fut,5,ACI80,0.8,0.736,97.432,106
moirai2_small,wheat_fut,5,SPCI80,0.8,0.594,115.79,106
moirai2_small,wheat_fut,5,splitCP90,0.9,0.698,137.907,106
moirai2_small,wheat_fut,5,ACI90,0.9,0.877,125.698,106
moirai2_small,wheat_fut,5,SPCI90,0.9,0.642,161.399,106
moirai2_small,wheat_fut,5,CQR80,0.8,0.745,95.414,106
garch_t,wheat_fut,22,native80,0.8,0.755,183.524,106
garch_t,wheat_fut,22,splitCP80,0.8,0.425,225.46,106
garch_t,wheat_fut,22,ACI80,0.8,0.679,224.155,106
garch_t,wheat_fut,22,SPCI80,0.8,0.453,227.266,106
garch_t,wheat_fut,22,splitCP90,0.9,0.547,290.217,106
garch_t,wheat_fut,22,ACI90,0.9,0.811,245.37,106
garch_t,wheat_fut,22,SPCI90,0.9,0.528,325.124,106
garch_t,wheat_fut,22,CQR80,0.8,0.594,205.463,106
qr_ar,wheat_fut,22,native80,0.8,0.745,162.831,106
qr_ar,wheat_fut,22,splitCP80,0.8,0.406,224.652,106
qr_ar,wheat_fut,22,ACI80,0.8,0.67,220.46,106
qr_ar,wheat_fut,22,SPCI80,0.8,0.453,222.135,106
qr_ar,wheat_fut,22,splitCP90,0.9,0.519,289.847,106
qr_ar,wheat_fut,22,ACI90,0.9,0.774,249.175,106
qr_ar,wheat_fut,22,SPCI90,0.9,0.5,331.212,106
qr_ar,wheat_fut,22,CQR80,0.8,0.557,191.731,106
chronos_bolt_small,wheat_fut,22,native80,0.8,0.519,241.984,106
chronos_bolt_small,wheat_fut,22,splitCP80,0.8,0.434,258.47,106
chronos_bolt_small,wheat_fut,22,ACI80,0.8,0.717,241.066,106
chronos_bolt_small,wheat_fut,22,SPCI80,0.8,0.481,313.041,106
chronos_bolt_small,wheat_fut,22,splitCP90,0.9,0.538,348.607,106
chronos_bolt_small,wheat_fut,22,ACI90,0.9,0.745,311.584,106
chronos_bolt_small,wheat_fut,22,SPCI90,0.9,0.491,503.147,106
chronos_bolt_small,wheat_fut,22,CQR80,0.8,0.538,243.904,106
chronos_bolt_base,wheat_fut,22,native80,0.8,0.575,238.566,106
chronos_bolt_base,wheat_fut,22,splitCP80,0.8,0.453,244.959,106
chronos_bolt_base,wheat_fut,22,ACI80,0.8,0.755,213.344,106
chronos_bolt_base,wheat_fut,22,SPCI80,0.8,0.5,274.68,106
chronos_bolt_base,wheat_fut,22,splitCP90,0.9,0.557,329.869,106
chronos_bolt_base,wheat_fut,22,ACI90,0.9,0.792,272.632,106
chronos_bolt_base,wheat_fut,22,SPCI90,0.9,0.519,440.421,106
chronos_bolt_base,wheat_fut,22,CQR80,0.8,0.585,232.697,106
chronos_2,wheat_fut,22,native80,0.8,0.632,221.288,106
chronos_2,wheat_fut,22,splitCP80,0.8,0.396,271.429,106
chronos_2,wheat_fut,22,ACI80,0.8,0.726,259.278,106
chronos_2,wheat_fut,22,SPCI80,0.8,0.472,304.731,106
chronos_2,wheat_fut,22,splitCP90,0.9,0.528,365.986,106
chronos_2,wheat_fut,22,ACI90,0.9,0.783,323.717,106
chronos_2,wheat_fut,22,SPCI90,0.9,0.481,485.333,106
chronos_2,wheat_fut,22,CQR80,0.8,0.651,218.943,106
chronos_2_lora,wheat_fut,22,native80,0.8,0.651,215.236,106
chronos_2_lora,wheat_fut,22,splitCP80,0.8,0.34,266.392,106
chronos_2_lora,wheat_fut,22,ACI80,0.8,0.736,253.151,106
chronos_2_lora,wheat_fut,22,SPCI80,0.8,0.491,285.867,106
chronos_2_lora,wheat_fut,22,splitCP90,0.9,0.538,355.142,106
chronos_2_lora,wheat_fut,22,ACI90,0.9,0.774,321.92,106
chronos_2_lora,wheat_fut,22,SPCI90,0.9,0.472,465.893,106
chronos_2_lora,wheat_fut,22,CQR80,0.8,0.651,213.675,106
chronos_2_full,wheat_fut,22,native80,0.8,0.67,168.858,106
chronos_2_full,wheat_fut,22,splitCP80,0.8,0.415,224.821,106
chronos_2_full,wheat_fut,22,ACI80,0.8,0.642,194.415,106
chronos_2_full,wheat_fut,22,SPCI80,0.8,0.481,211.256,106
chronos_2_full,wheat_fut,22,splitCP90,0.9,0.528,301.651,106
chronos_2_full,wheat_fut,22,ACI90,0.9,0.84,222.495,106
