model,series,h,band,nominal,picp,winkler,n
chronos_2_full,wheat_fut,22,SPCI90,0.9,0.481,319.361,106
chronos_2_full,wheat_fut,22,CQR80,0.8,0.575,188.892,106
timesfm_25,wheat_fut,22,native80,0.8,0.651,206.902,106
timesfm_25,wheat_fut,22,splitCP80,0.8,0.368,244.036,106
timesfm_25,wheat_fut,22,ACI80,0.8,0.642,222.886,106
timesfm_25,wheat_fut,22,SPCI80,0.8,0.491,278.097,106
timesfm_25,wheat_fut,22,splitCP90,0.9,0.575,323.199,106
timesfm_25,wheat_fut,22,ACI90,0.9,0.764,279.062,106
timesfm_25,wheat_fut,22,SPCI90,0.9,0.519,429.888,106
timesfm_25,wheat_fut,22,CQR80,0.8,0.651,202.837,106
moirai2_small,wheat_fut,22,native80,0.8,0.623,207.707,106
moirai2_small,wheat_fut,22,splitCP80,0.8,0.425,227.175,106
moirai2_small,wheat_fut,22,ACI80,0.8,0.717,210.124,106
moirai2_small,wheat_fut,22,SPCI80,0.8,0.472,225.423,106
moirai2_small,wheat_fut,22,splitCP90,0.9,0.566,294.546,106
moirai2_small,wheat_fut,22,ACI90,0.9,0.783,263.661,106
moirai2_small,wheat_fut,22,SPCI90,0.9,0.547,338.274,106
moirai2_small,wheat_fut,22,CQR80,0.8,0.613,206.287,106
garch_t,soybean_fut,1,native80,0.8,0.83,49.246,106
garch_t,soybean_fut,1,splitCP80,0.8,0.745,49.808,106
garch_t,soybean_fut,1,ACI80,0.8,0.755,50.226,106
garch_t,soybean_fut,1,SPCI80,0.8,0.764,51.446,106
garch_t,soybean_fut,1,splitCP90,0.9,0.877,67.316,106
garch_t,soybean_fut,1,ACI90,0.9,0.868,67.662,106
garch_t,soybean_fut,1,SPCI90,0.9,0.83,70.965,106
garch_t,soybean_fut,1,CQR80,0.8,0.802,48.988,106
qr_ar,soybean_fut,1,native80,0.8,0.887,51.275,106
qr_ar,soybean_fut,1,splitCP80,0.8,0.755,49.471,106
qr_ar,soybean_fut,1,ACI80,0.8,0.764,49.869,106
qr_ar,soybean_fut,1,SPCI80,0.8,0.717,51.714,106
qr_ar,soybean_fut,1,splitCP90,0.9,0.858,67.309,106
qr_ar,soybean_fut,1,ACI90,0.9,0.858,66.772,106
qr_ar,soybean_fut,1,SPCI90,0.9,0.849,71.6,106
qr_ar,soybean_fut,1,CQR80,0.8,0.792,49.23,106
chronos_bolt_small,soybean_fut,1,native80,0.8,0.868,53.532,106
chronos_bolt_small,soybean_fut,1,splitCP80,0.8,0.755,52.231,106
chronos_bolt_small,soybean_fut,1,ACI80,0.8,0.736,52.517,106
chronos_bolt_small,soybean_fut,1,SPCI80,0.8,0.717,53.728,106
chronos_bolt_small,soybean_fut,1,splitCP90,0.9,0.906,70.066,106
chronos_bolt_small,soybean_fut,1,ACI90,0.9,0.887,71.002,106
chronos_bolt_small,soybean_fut,1,SPCI90,0.9,0.849,71.411,106
chronos_bolt_small,soybean_fut,1,CQR80,0.8,0.84,53.016,106
chronos_bolt_base,soybean_fut,1,native80,0.8,0.849,52.702,106
chronos_bolt_base,soybean_fut,1,splitCP80,0.8,0.764,51.629,106
chronos_bolt_base,soybean_fut,1,ACI80,0.8,0.774,51.794,106
chronos_bolt_base,soybean_fut,1,SPCI80,0.8,0.736,52.724,106
chronos_bolt_base,soybean_fut,1,splitCP90,0.9,0.858,69.33,106
chronos_bolt_base,soybean_fut,1,ACI90,0.9,0.858,68.878,106
chronos_bolt_base,soybean_fut,1,SPCI90,0.9,0.849,71.343,106
chronos_bolt_base,soybean_fut,1,CQR80,0.8,0.802,52.157,106
chronos_2,soybean_fut,1,native80,0.8,0.868,52.335,106
chronos_2,soybean_fut,1,splitCP80,0.8,0.783,53.274,106
chronos_2,soybean_fut,1,ACI80,0.8,0.774,53.491,106
chronos_2,soybean_fut,1,SPCI80,0.8,0.726,55.255,106
chronos_2,soybean_fut,1,splitCP90,0.9,0.868,73.769,106
chronos_2,soybean_fut,1,ACI90,0.9,0.877,74.075,106
chronos_2,soybean_fut,1,SPCI90,0.9,0.84,77.382,106
chronos_2,soybean_fut,1,CQR80,0.8,0.84,51.349,106
chronos_2_lora,soybean_fut,1,native80,0.8,0.858,54.226,106
chronos_2_lora,soybean_fut,1,splitCP80,0.8,0.802,53.189,106
chronos_2_lora,soybean_fut,1,ACI80,0.8,0.764,53.462,106
chronos_2_lora,soybean_fut,1,SPCI80,0.8,0.774,53.52,106
chronos_2_lora,soybean_fut,1,splitCP90,0.9,0.858,72.316,106
chronos_2_lora,soybean_fut,1,ACI90,0.9,0.877,72.722,106
chronos_2_lora,soybean_fut,1,SPCI90,0.9,0.821,75.831,106
chronos_2_lora,soybean_fut,1,CQR80,0.8,0.849,53.481,106
chronos_2_full,soybean_fut,1,native80,0.8,0.83,52.868,106
chronos_2_full,soybean_fut,1,splitCP80,0.8,0.802,52.387,106
chronos_2_full,soybean_fut,1,ACI80,0.8,0.774,52.816,106
chronos_2_full,soybean_fut,1,SPCI80,0.8,0.717,54.377,106
chronos_2_full,soybean_fut,1,splitCP90,0.9,0.877,70.519,106
chronos_2_full,soybean_fut,1,ACI90,0.9,0.858,70.948,106
chronos_2_full,soybean_fut,1,SPCI90,0.9,0.84,73.761,106
chronos_2_full,soybean_fut,1,CQR80,0.8,0.83,52.66,106
timesfm_25,soybean_fut,1,native80,0.8,0.925,54.321,106
timesfm_25,soybean_fut,1,splitCP80,0.8,0.764,50.35,106
timesfm_25,soybean_fut,1,ACI80,0.8,0.745,50.24,106
timesfm_25,soybean_fut,1,SPCI80,0.8,0.698,51.769,106
timesfm_25,soybean_fut,1,splitCP90,0.9,0.868,67.32,106
timesfm_25,soybean_fut,1,ACI90,0.9,0.858,66.949,106
timesfm_25,soybean_fut,1,SPCI90,0.9,0.821,71.118,106
timesfm_25,soybean_fut,1,CQR80,0.8,0.792,50.397,106
moirai2_small,soybean_fut,1,native80,0.8,0.83,50.209,106
moirai2_small,soybean_fut,1,splitCP80,0.8,0.745,49.987,106
moirai2_small,soybean_fut,1,ACI80,0.8,0.764,50.4,106
moirai2_small,soybean_fut,1,SPCI80,0.8,0.745,52.271,106
moirai2_small,soybean_fut,1,splitCP90,0.9,0.906,67.932,106
moirai2_small,soybean_fut,1,ACI90,0.9,0.868,68.325,106
moirai2_small,soybean_fut,1,SPCI90,0.9,0.84,70.192,106
moirai2_small,soybean_fut,1,CQR80,0.8,0.783,50.503,106
garch_t,soybean_fut,5,native80,0.8,0.821,108.559,106
garch_t,soybean_fut,5,splitCP80,0.8,0.792,111.069,106
garch_t,soybean_fut,5,ACI80,0.8,0.774,114.428,106
garch_t,soybean_fut,5,SPCI80,0.8,0.708,118.877,106
garch_t,soybean_fut,5,splitCP90,0.9,0.84,142.518,106
garch_t,soybean_fut,5,ACI90,0.9,0.868,142.019,106
garch_t,soybean_fut,5,SPCI90,0.9,0.783,159.611,106
garch_t,soybean_fut,5,CQR80,0.8,0.83,110.038,106
qr_ar,soybean_fut,5,native80,0.8,0.84,111.979,106
qr_ar,soybean_fut,5,splitCP80,0.8,0.792,110.191,106
qr_ar,soybean_fut,5,ACI80,0.8,0.774,112.281,106
qr_ar,soybean_fut,5,SPCI80,0.8,0.708,120.953,106
qr_ar,soybean_fut,5,splitCP90,0.9,0.849,139.492,106
qr_ar,soybean_fut,5,ACI90,0.9,0.858,141.227,106
qr_ar,soybean_fut,5,SPCI90,0.9,0.774,159.112,106
qr_ar,soybean_fut,5,CQR80,0.8,0.821,111.502,106
chronos_bolt_small,soybean_fut,5,native80,0.8,0.802,117.468,106
chronos_bolt_small,soybean_fut,5,splitCP80,0.8,0.811,114.228,106
chronos_bolt_small,soybean_fut,5,ACI80,0.8,0.811,119.7,106
chronos_bolt_small,soybean_fut,5,SPCI80,0.8,0.679,124.643,106
chronos_bolt_small,soybean_fut,5,splitCP90,0.9,0.84,145.193,106
chronos_bolt_small,soybean_fut,5,ACI90,0.9,0.868,144.688,106
chronos_bolt_small,soybean_fut,5,SPCI90,0.9,0.764,169.099,106
chronos_bolt_small,soybean_fut,5,CQR80,0.8,0.83,120.274,106
chronos_bolt_base,soybean_fut,5,native80,0.8,0.774,114.014,106
chronos_bolt_base,soybean_fut,5,splitCP80,0.8,0.774,113.469,106
chronos_bolt_base,soybean_fut,5,ACI80,0.8,0.774,115.939,106
chronos_bolt_base,soybean_fut,5,SPCI80,0.8,0.698,118.333,106
chronos_bolt_base,soybean_fut,5,splitCP90,0.9,0.849,141.463,106
chronos_bolt_base,soybean_fut,5,ACI90,0.9,0.868,142.46,106
chronos_bolt_base,soybean_fut,5,SPCI90,0.9,0.802,158.486,106
chronos_bolt_base,soybean_fut,5,CQR80,0.8,0.774,113.89,106
chronos_2,soybean_fut,5,native80,0.8,0.774,113.943,106
chronos_2,soybean_fut,5,splitCP80,0.8,0.783,117.241,106
chronos_2,soybean_fut,5,ACI80,0.8,0.764,120.585,106
chronos_2,soybean_fut,5,SPCI80,0.8,0.736,123.021,106
chronos_2,soybean_fut,5,splitCP90,0.9,0.849,152.099,106
chronos_2,soybean_fut,5,ACI90,0.9,0.868,151.179,106
chronos_2,soybean_fut,5,SPCI90,0.9,0.792,172.285,106
chronos_2,soybean_fut,5,CQR80,0.8,0.774,113.146,106
chronos_2_lora,soybean_fut,5,native80,0.8,0.792,113.33,106
chronos_2_lora,soybean_fut,5,splitCP80,0.8,0.792,115.991,106
chronos_2_lora,soybean_fut,5,ACI80,0.8,0.764,119.693,106
chronos_2_lora,soybean_fut,5,SPCI80,0.8,0.717,120.669,106
chronos_2_lora,soybean_fut,5,splitCP90,0.9,0.849,152.165,106
chronos_2_lora,soybean_fut,5,ACI90,0.9,0.858,149.821,106
chronos_2_lora,soybean_fut,5,SPCI90,0.9,0.792,166.151,106
chronos_2_lora,soybean_fut,5,CQR80,0.8,0.792,113.42,106
chronos_2_full,soybean_fut,5,native80,0.8,0.783,114.698,106
chronos_2_full,soybean_fut,5,splitCP80,0.8,0.783,114.858,106
chronos_2_full,soybean_fut,5,ACI80,0.8,0.755,118.231,106
chronos_2_full,soybean_fut,5,SPCI80,0.8,0.755,119.673,106
chronos_2_full,soybean_fut,5,splitCP90,0.9,0.858,146.84,106
chronos_2_full,soybean_fut,5,ACI90,0.9,0.858,146.057,106
chronos_2_full,soybean_fut,5,SPCI90,0.9,0.792,168.096,106
chronos_2_full,soybean_fut,5,CQR80,0.8,0.783,114.302,106
timesfm_25,soybean_fut,5,native80,0.8,0.821,113.231,106
timesfm_25,soybean_fut,5,splitCP80,0.8,0.802,111.967,106
timesfm_25,soybean_fut,5,ACI80,0.8,0.774,114.569,106
timesfm_25,soybean_fut,5,SPCI80,0.8,0.736,119.119,106
timesfm_25,soybean_fut,5,splitCP90,0.9,0.84,142.914,106
timesfm_25,soybean_fut,5,ACI90,0.9,0.849,146.276,106
timesfm_25,soybean_fut,5,SPCI90,0.9,0.802,161.896,106
timesfm_25,soybean_fut,5,CQR80,0.8,0.792,113.975,106
moirai2_small,soybean_fut,5,native80,0.8,0.783,107.943,106
moirai2_small,soybean_fut,5,splitCP80,0.8,0.783,108.145,106
moirai2_small,soybean_fut,5,ACI80,0.8,0.764,110.951,106
moirai2_small,soybean_fut,5,SPCI80,0.8,0.698,117.173,106
moirai2_small,soybean_fut,5,splitCP90,0.9,0.849,135.772,106
moirai2_small,soybean_fut,5,ACI90,0.9,0.858,135.396,106
moirai2_small,soybean_fut,5,SPCI90,0.9,0.774,149.96,106
moirai2_small,soybean_fut,5,CQR80,0.8,0.811,107.841,106
garch_t,soybean_fut,22,native80,0.8,0.717,199.797,106
garch_t,soybean_fut,22,splitCP80,0.8,0.689,203.638,106
garch_t,soybean_fut,22,ACI80,0.8,0.689,213.368,106
garch_t,soybean_fut,22,SPCI80,0.8,0.632,251.562,106
garch_t,soybean_fut,22,splitCP90,0.9,0.84,218.11,106
garch_t,soybean_fut,22,ACI90,0.9,0.953,257.841,106
garch_t,soybean_fut,22,SPCI90,0.9,0.689,342.57,106
garch_t,soybean_fut,22,CQR80,0.8,0.755,198.077,106
qr_ar,soybean_fut,22,native80,0.8,0.877,197.459,106
qr_ar,soybean_fut,22,splitCP80,0.8,0.66,206.393,106
qr_ar,soybean_fut,22,ACI80,0.8,0.679,216.057,106
qr_ar,soybean_fut,22,SPCI80,0.8,0.575,248.873,106
qr_ar,soybean_fut,22,splitCP90,0.9,0.849,217.741,106
qr_ar,soybean_fut,22,ACI90,0.9,0.934,253.917,106
qr_ar,soybean_fut,22,SPCI90,0.9,0.66,344.307,106
qr_ar,soybean_fut,22,CQR80,0.8,0.783,193.605,106
chronos_bolt_small,soybean_fut,22,native80,0.8,0.698,230.906,106
chronos_bolt_small,soybean_fut,22,splitCP80,0.8,0.802,223.913,106
chronos_bolt_small,soybean_fut,22,ACI80,0.8,0.887,236.005,106
chronos_bolt_small,soybean_fut,22,SPCI80,0.8,0.679,283.654,106
chronos_bolt_small,soybean_fut,22,splitCP90,0.9,0.896,261.824,106
chronos_bolt_small,soybean_fut,22,ACI90,0.9,0.991,283.416,106
chronos_bolt_small,soybean_fut,22,SPCI90,0.9,0.698,404.628,106
chronos_bolt_small,soybean_fut,22,CQR80,0.8,0.858,231.751,106
chronos_bolt_base,soybean_fut,22,native80,0.8,0.66,244.218,106
chronos_bolt_base,soybean_fut,22,splitCP80,0.8,0.783,230.193,106
chronos_bolt_base,soybean_fut,22,ACI80,0.8,0.84,224.859,106
chronos_bolt_base,soybean_fut,22,SPCI80,0.8,0.67,304.553,106
chronos_bolt_base,soybean_fut,22,splitCP90,0.9,0.887,255.025,106
chronos_bolt_base,soybean_fut,22,ACI90,0.9,0.981,291.765,106
chronos_bolt_base,soybean_fut,22,SPCI90,0.9,0.708,417.345,106
chronos_bolt_base,soybean_fut,22,CQR80,0.8,0.83,235.377,106
chronos_2,soybean_fut,22,native80,0.8,0.613,229.085,106
chronos_2,soybean_fut,22,splitCP80,0.8,0.679,208.245,106
chronos_2,soybean_fut,22,ACI80,0.8,0.717,211.689,106
chronos_2,soybean_fut,22,SPCI80,0.8,0.528,248.951,106
chronos_2,soybean_fut,22,splitCP90,0.9,0.84,224.953,106
chronos_2,soybean_fut,22,ACI90,0.9,0.962,276.104,106
chronos_2,soybean_fut,22,SPCI90,0.9,0.575,344.772,106
chronos_2,soybean_fut,22,CQR80,0.8,0.642,215.731,106
chronos_2_lora,soybean_fut,22,native80,0.8,0.613,226.821,106
chronos_2_lora,soybean_fut,22,splitCP80,0.8,0.679,205.066,106
chronos_2_lora,soybean_fut,22,ACI80,0.8,0.708,210.387,106
chronos_2_lora,soybean_fut,22,SPCI80,0.8,0.566,246.996,106
chronos_2_lora,soybean_fut,22,splitCP90,0.9,0.84,220.41,106
chronos_2_lora,soybean_fut,22,ACI90,0.9,0.953,268.377,106
chronos_2_lora,soybean_fut,22,SPCI90,0.9,0.642,328.768,106
chronos_2_lora,soybean_fut,22,CQR80,0.8,0.651,211.292,106
chronos_2_full,soybean_fut,22,native80,0.8,0.594,222.467,106
chronos_2_full,soybean_fut,22,splitCP80,0.8,0.689,203.245,106
chronos_2_full,soybean_fut,22,ACI80,0.8,0.708,212.736,106
chronos_2_full,soybean_fut,22,SPCI80,0.8,0.604,252.021,106
chronos_2_full,soybean_fut,22,splitCP90,0.9,0.811,218.274,106
chronos_2_full,soybean_fut,22,ACI90,0.9,0.925,248.901,106
chronos_2_full,soybean_fut,22,SPCI90,0.9,0.651,349.959,106
chronos_2_full,soybean_fut,22,CQR80,0.8,0.726,202.005,106
timesfm_25,soybean_fut,22,native80,0.8,0.717,217.632,106
timesfm_25,soybean_fut,22,splitCP80,0.8,0.67,224.565,106
timesfm_25,soybean_fut,22,ACI80,0.8,0.689,235.358,106
timesfm_25,soybean_fut,22,SPCI80,0.8,0.509,247.571,106
timesfm_25,soybean_fut,22,splitCP90,0.9,0.792,251.269,106
timesfm_25,soybean_fut,22,ACI90,0.9,0.887,292.282,106
timesfm_25,soybean_fut,22,SPCI90,0.9,0.566,335.851,106
timesfm_25,soybean_fut,22,CQR80,0.8,0.67,220.913,106
moirai2_small,soybean_fut,22,native80,0.8,0.726,191.846,106
moirai2_small,soybean_fut,22,splitCP80,0.8,0.821,196.491,106
moirai2_small,soybean_fut,22,ACI80,0.8,0.736,205.029,106
moirai2_small,soybean_fut,22,SPCI80,0.8,0.481,239.225,106
moirai2_small,soybean_fut,22,splitCP90,0.9,0.906,220.339,106
moirai2_small,soybean_fut,22,ACI90,0.9,0.962,247.642,106
moirai2_small,soybean_fut,22,SPCI90,0.9,0.547,303.454,106
moirai2_small,soybean_fut,22,CQR80,0.8,0.858,198.869,106
