target_date,origin_date,actual,origin_price,q05,q10,q25,q50,q75,q90,q95
2023-01-03,2022-12-23,1839.699951171875,1795.9000244140625,1761.0714111328125,1761.0714111328125,1783.703125,1806.2381591796875,1828.6572265625,1848.92431640625,1848.92431640625
2023-01-04,2022-12-27,1852.800048828125,1814.800048828125,1777.262939453125,1777.262939453125,1800.091796875,1822.388427734375,1844.619384765625,1864.894287109375,1864.894287109375
2023-01-05,2022-12-28,1834.800048828125,1807.9000244140625,1770.597412109375,1770.597412109375,1792.83642578125,1814.5843505859375,1836.5501708984375,1857.1063232421875,1857.1063232421875
2023-01-06,2022-12-29,1864.199951171875,1819.5,1779.5177001953125,1779.5177001953125,1801.62646484375,1823.2506103515625,1844.932861328125,1864.959716796875,1864.959716796875
2023-01-09,2022-12-30,1872.699951171875,1819.699951171875,1779.9869384765625,1779.9869384765625,1802.775634765625,1825.3292236328125,1847.53466796875,1867.238037109375,1867.238037109375
2023-01-10,2023-01-03,1871.5999755859373,1839.699951171875,1793.0294189453125,1793.0294189453125,1816.2188720703125,1839.3936767578125,1862.524169921875,1883.6453857421875,1883.6453857421875
2023-01-11,2023-01-04,1874.5999755859373,1852.800048828125,1805.4930419921875,1805.4930419921875,1830.0029296875,1854.8050537109375,1880.1160888671875,1904.3856201171875,1904.3856201171875
2023-01-12,2023-01-05,1895.5,1834.800048828125,1785.578125,1785.578125,1808.9588623046875,1832.9429931640625,1857.14453125,1879.8123779296875,1879.8123779296875
2023-01-13,2023-01-06,1918.4000244140625,1864.199951171875,1803.6431884765625,1803.6431884765625,1828.4580078125,1854.158447265625,1880.544921875,1906.47412109375,1906.47412109375
2023-01-17,2023-01-09,1907.199951171875,1872.699951171875,1817.966796875,1817.966796875,1842.0958251953125,1866.6475830078125,1891.6055908203125,1915.9871826171875,1915.9871826171875
2023-01-18,2023-01-10,1904.4000244140625,1871.5999755859373,1824.337646484375,1824.337646484375,1847.9971923828125,1871.7288818359375,1895.683349609375,1918.9442138671875,1918.9442138671875
2023-01-19,2023-01-11,1922.0999755859373,1874.5999755859373,1831.765380859375,1831.765380859375,1854.9755859375,1877.7838134765625,1901.052978515625,1923.9654541015625,1923.9654541015625
2023-01-20,2023-01-12,1926.4000244140625,1895.5,1851.2052001953125,1851.2052001953125,1874.923828125,1898.355224609375,1923.0191650390625,1948.681884765625,1948.681884765625
2023-01-23,2023-01-13,1927.0999755859373,1918.4000244140625,1873.3414306640625,1873.3414306640625,1898.7216796875,1924.0599365234375,1951.0504150390625,1979.141357421875,1979.141357421875
2023-01-24,2023-01-17,1933.9000244140625,1907.199951171875,1873.0294189453125,1873.0294189453125,1896.593017578125,1919.4356689453125,1942.8682861328125,1966.0416259765625,1966.0416259765625
2023-01-25,2023-01-18,1941.199951171875,1904.4000244140625,1872.7513427734375,1872.7513427734375,1895.922119140625,1918.38916015625,1940.969482421875,1962.583740234375,1962.583740234375
2023-01-26,2023-01-19,1929.0999755859373,1922.0999755859373,1879.6444091796875,1879.6444091796875,1904.5777587890625,1928.249267578125,1951.6845703125,1974.560791015625,1974.560791015625
2023-01-27,2023-01-20,1928.5999755859373,1926.4000244140625,1884.459228515625,1884.459228515625,1908.6439208984375,1931.642578125,1954.271484375,1975.21435546875,1975.21435546875
2023-01-30,2023-01-23,1922.9000244140625,1927.0999755859373,1883.3978271484375,1883.3978271484375,1907.8414306640625,1930.8675537109375,1953.0257568359375,1973.035888671875,1973.035888671875
2023-01-31,2023-01-24,1929.5,1933.9000244140625,1890.1031494140625,1890.1031494140625,1913.860595703125,1936.01611328125,1956.9755859375,1975.6279296875,1975.6279296875
2023-02-01,2023-01-25,1927.800048828125,1941.199951171875,1897.3138427734375,1897.3138427734375,1921.4306640625,1944.61181640625,1966.693359375,1986.3883056640625,1986.3883056640625
2023-02-02,2023-01-26,1916.300048828125,1929.0999755859373,1886.9046630859375,1886.9046630859375,1910.4571533203125,1933.460205078125,1955.5341796875,1974.933837890625,1974.933837890625
2023-02-03,2023-01-27,1862.9000244140625,1928.5999755859373,1884.373779296875,1884.373779296875,1907.909912109375,1931.40185546875,1954.2735595703125,1974.734130859375,1974.734130859375
2023-02-06,2023-01-30,1866.199951171875,1922.9000244140625,1878.5552978515625,1878.5552978515625,1902.307861328125,1925.808837890625,1948.451416015625,1969.1121826171875,1969.1121826171875
2023-02-07,2023-01-31,1871.699951171875,1929.5,1885.1868896484375,1885.1868896484375,1908.140380859375,1930.9752197265625,1953.3094482421875,1974.280517578125,1974.280517578125
2023-02-08,2023-02-01,1877.4000244140625,1927.800048828125,1884.9395751953125,1884.9395751953125,1907.3143310546875,1929.4013671875,1950.7318115234375,1970.717529296875,1970.717529296875
2023-02-09,2023-02-02,1866.199951171875,1916.300048828125,1873.8623046875,1873.8623046875,1896.0067138671875,1918.228515625,1939.804443359375,1959.7410888671875,1959.7410888671875
2023-02-10,2023-02-03,1862.800048828125,1862.9000244140625,1810.8973388671875,1810.8973388671875,1839.802978515625,1869.82763671875,1899.393310546875,1926.291259765625,1926.291259765625
2023-02-13,2023-02-06,1851.9000244140625,1866.199951171875,1820.58056640625,1820.58056640625,1847.562255859375,1875.8741455078125,1904.3470458984375,1931.14892578125,1931.14892578125
2023-02-14,2023-02-07,1854.0,1871.699951171875,1824.065185546875,1824.065185546875,1850.990478515625,1879.2584228515625,1907.49609375,1933.6912841796875,1933.6912841796875
2023-02-15,2023-02-08,1834.199951171875,1877.4000244140625,1832.94580078125,1832.94580078125,1858.631591796875,1885.44140625,1912.4283447265625,1937.9110107421875,1937.9110107421875
2023-02-16,2023-02-09,1842.0,1866.199951171875,1818.551025390625,1818.551025390625,1844.78369140625,1872.0565185546875,1899.285888671875,1925.2132568359375,1925.2132568359375
2023-02-17,2023-02-10,1840.4000244140625,1862.800048828125,1815.9542236328125,1815.9542236328125,1842.106689453125,1869.1221923828125,1896.1241455078125,1922.2462158203125,1922.2462158203125
2023-02-21,2023-02-13,1833.0,1851.9000244140625,1804.1156005859375,1804.1156005859375,1829.47509765625,1855.963623046875,1882.466064453125,1907.5040283203125,1907.5040283203125
2023-02-22,2023-02-14,1832.0,1854.0,1803.4058837890625,1803.4058837890625,1828.5625,1854.5614013671875,1880.752685546875,1905.7830810546875,1905.7830810546875
2023-02-23,2023-02-15,1818.0,1834.199951171875,1782.43994140625,1782.43994140625,1806.80419921875,1832.276611328125,1857.968505859375,1882.2381591796875,1882.2381591796875
2023-02-24,2023-02-16,1808.800048828125,1842.0,1789.84228515625,1789.84228515625,1814.02783203125,1839.469482421875,1864.83837890625,1888.5052490234375,1888.5052490234375
2023-02-27,2023-02-17,1817.0,1840.4000244140625,1794.15283203125,1794.15283203125,1816.9222412109375,1840.9703369140625,1865.28125,1888.114501953125,1888.114501953125
2023-02-28,2023-02-21,1828.9000244140625,1833.0,1786.98388671875,1786.98388671875,1809.24658203125,1832.6409912109375,1856.1416015625,1878.48974609375,1878.48974609375
2023-03-01,2023-02-22,1837.699951171875,1832.0,1789.33984375,1789.33984375,1810.960205078125,1833.86669921875,1857.03857421875,1879.2425537109375,1879.2425537109375
2023-03-02,2023-02-23,1833.5,1818.0,1778.9736328125,1778.9736328125,1799.51904296875,1821.215576171875,1843.08642578125,1863.9434814453125,1863.9434814453125
2023-03-03,2023-02-24,1847.699951171875,1808.800048828125,1764.595703125,1764.595703125,1784.9910888671875,1806.6824951171875,1828.6748046875,1849.631591796875,1849.631591796875
