target_date,origin_date,actual,origin_price,q05,q10,q25,q50,q75,q90,q95
2023-01-03,2022-12-23,3.766000032424927,3.802999973297119,3.6719300746917725,3.6719300746917725,3.7451980113983154,3.8214972019195557,3.898771286010742,3.965487241744995,3.965487241744995
2023-01-04,2022-12-27,3.739500045776367,3.8334999084472656,3.7126882076263428,3.7126882076263428,3.785710334777832,3.8611080646514893,3.9364395141601562,3.9996347427368164,3.9996347427368164
2023-01-05,2022-12-28,3.818000078201294,3.8320000171661377,3.702009916305542,3.702009916305542,3.774998188018799,3.8488094806671143,3.921393871307373,3.983299493789673,3.983299493789673
2023-01-06,2022-12-29,3.908499956130981,3.821000099182129,3.6826882362365723,3.6826882362365723,3.753403663635254,3.8260061740875244,3.899503707885742,3.963421106338501,3.963421106338501
2023-01-09,2022-12-30,4.018499851226807,3.805500030517578,3.6706130504608154,3.6706130504608154,3.741123914718628,3.813551425933838,3.8875198364257812,3.9520673751831055,3.9520673751831055
2023-01-10,2023-01-03,4.066999912261963,3.766000032424927,3.63002872467041,3.63002872467041,3.7021846771240234,3.776118755340576,3.851841926574707,3.9182074069976807,3.9182074069976807
2023-01-11,2023-01-04,4.1545000076293945,3.739500045776367,3.5976033210754395,3.5976033210754395,3.668534755706787,3.7414193153381348,3.815953016281128,3.88042950630188,3.88042950630188
2023-01-12,2023-01-05,4.185999870300293,3.818000078201294,3.6557717323303223,3.6557717323303223,3.7295644283294678,3.807314157485962,3.8871066570281982,3.958184003829956,3.958184003829956
2023-01-13,2023-01-06,4.207499980926514,3.908499956130981,3.7513179779052734,3.7513179779052734,3.8216257095336914,3.8965821266174316,3.975803852081299,4.0478739738464355,4.0478739738464355
2023-01-17,2023-01-09,4.215000152587891,4.018499851226807,3.8754231929779053,3.8754231929779053,3.951632499694824,4.033845901489258,4.119169235229492,4.1957783699035645,4.1957783699035645
2023-01-18,2023-01-10,4.228499889373779,4.066999912261963,3.915709972381592,3.915709972381592,3.991847276687622,4.073032379150391,4.156100273132324,4.229880332946777,4.229880332946777
2023-01-19,2023-01-11,4.226500034332275,4.1545000076293945,3.993124008178711,3.993124008178711,4.07466983795166,4.161643028259277,4.2496747970581055,4.327585697174072,4.327585697174072
2023-01-20,2023-01-12,4.248499870300293,4.185999870300293,4.025509357452393,4.025509357452393,4.109426975250244,4.197537899017334,4.285123825073242,4.361396789550781,4.361396789550781
